Index,Fixture,Date,Promotion,Match type,Event,WON rating
2071,Edge vs. Mick Foley,04/02/2006,World Wrestling Entertainment,Hardcore,"WWE WrestleMania 22 - ""Big Time"" ",****
2072,John Cena vs. Triple H,04/02/2006,World Wrestling Entertainment,Singles,"WWE WrestleMania 22 - ""Big Time"" ",***3/4
2073,Kurt Angle vs. Randy Orton vs. Rey Mysterio,04/02/2006,World Wrestling Entertainment,Triple Threat,"WWE WrestleMania 22 - ""Big Time"" ",***1/2
2074,Shawn Michaels vs. Vince McMahon,04/02/2006,World Wrestling Entertainment,No Holds Barred,"WWE WrestleMania 22 - ""Big Time"" ",***1/2
2075,Mark Henry vs. The Undertaker,04/02/2006,World Wrestling Entertainment,Casket,"WWE WrestleMania 22 - ""Big Time"" ",
2076,Chris Benoit vs. John Bradshaw Layfield,04/02/2006,World Wrestling Entertainment,Singles,"WWE WrestleMania 22 - ""Big Time"" ",
2077,Carlito & Chris Masters vs. Kane & The Big Show,04/02/2006,World Wrestling Entertainment,Tag Team,"WWE WrestleMania 22 - ""Big Time"" ",
2078,Brian Kendrick & Paul London vs. Mercury & Nitro,04/04/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #347 ,
2079,Randy Orton vs. Rey Mysterio,04/07/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #347 ,***3/4
2080,Brian Kendrick & Paul London vs. Joey Mercury & Johnny Nitro,04/07/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #347 ,***1/4
2081,Johnny & Nicky vs. Kane & The Big Show,04/10/2006,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #672 ,
2082,Chris Benoit vs. John Bradshaw Layfield,04/14/2006,World Wrestling Entertainment,Steel Cage,WWE Friday Night SmackDown #348 ,***1/4
2083,Charlie Haas vs. Shelton Benjamin,04/17/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #673 ,
2084,"Edge, John Cena & Triple H vs. Johnny, Kenny, Mikey, Mitch & Nicky",04/21/2006,World Wrestling Entertainment,Five On Three Handicap,WWE Monday Night RAW #674 ,
2085,John Bradshaw Layfield vs. William Regal,04/22/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #350 ,
2086,Kurt Angle vs. Rey Mysterio,04/28/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #350 ,***1/2
2087,Edge vs. John Cena vs. Triple H,04/30/2006,World Wrestling Entertainment,Triple Threat,WWE Backlash 2006 ,****1/4
2088,Rob Van Dam vs. Shelton Benjamin,04/30/2006,World Wrestling Entertainment,Singles,WWE Backlash 2006 ,***3/4
2089,Shane McMahon & Vince McMahon vs. Shawn Michaels,04/30/2006,World Wrestling Entertainment,Two On One Handicap,WWE Backlash 2006 ,***1/4
2090,Kane vs. The Big Show,04/30/2006,World Wrestling Entertainment,Singles,WWE Backlash 2006 ,
2091,Carlito vs. Chris Masters,04/30/2006,World Wrestling Entertainment,Singles,WWE Backlash 2006 ,
2092,Chris Benoit vs. Finlay,05/02/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #351 ,
2093,Mark Henry vs. Rey Mysterio,05/02/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #351 ,
2094,Booker T vs. Gunner Scott,05/02/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #351 ,
2095,"John Cena & Shawn Michaels vs. Johnny, Kenny, Mikey, Mitch & Nicky",05/08/2006,World Wrestling Entertainment,Three On Two Handicap,WWE Monday Night RAW #676 ,***1/4
2096,Kane vs. The Big Show,05/08/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #676 ,
2097,Chris Benoit vs. William Regal,05/09/2006,World Wrestling Entertainment,Singles,WWE Velocity #196 ,
2098,"Chris Masters, Shelton Benjamin & Triple H vs. John Cena & Rob Van Dam",05/15/2006,World Wrestling Entertainment,Texas Tornado Three On Two Handicap,WWE Monday Night RAW #677 ,
2099,"Brian Kendrick, Jillian & Paul London vs. Melina, Mercury & Nitro",05/16/2006,World Wrestling Entertainment,Mixed Six Man Tag Team,WWE Friday Night SmackDown #353 ,
2100,Booker T & Finlay vs. Chris Benoit & Gunner Scott,05/19/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #353 ,***1/4
2101,Brian Kendrick & Paul London vs. Mercury & Nitro,05/21/2006,World Wrestling Entertainment,Tag Team,WWE Judgment Day 2006 ,***1/2
2102,Chris Benoit vs. Finlay,05/21/2006,World Wrestling Entertainment,Singles,WWE Judgment Day 2006 ,****
2103,The Great Khali vs. The Undertaker,05/21/2006,World Wrestling Entertainment,Singles,WWE Judgment Day 2006 ,
2104,John Bradshaw Layfield vs. Rey Mysterio,05/21/2006,World Wrestling Entertainment,Singles,WWE Judgment Day 2006 ,
2105,Bobby Lashley vs. Booker T,05/21/2006,World Wrestling Entertainment,Singles,WWE Judgment Day 2006 ,
2106,Kurt Angle vs. Mark Henry,05/21/2006,World Wrestling Entertainment,Singles,WWE Judgment Day 2006 ,
2107,Gregory Helms vs. Super Crazy,05/21/2006,World Wrestling Entertainment,Singles,WWE Judgment Day 2006 ,
2108,John Bradshaw Layfield vs. Rey Mysterio,05/23/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #354 ,
2109,Kurt Angle vs. Rey Mysterio,06/02/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #355 ,****1/4
2110,Rey Mysterio vs. Rob Van Dam,06/07/2006,World Wrestling Entertainment,Singles,WWE vs. ECW Head To Head ,***1/4
2111,John Cena vs. Sabu,06/07/2006,World Wrestling Entertainment,Singles,WWE vs. ECW Head To Head ,
2112,Edge vs. Tommy Dreamer,06/07/2006,World Wrestling Entertainment,Extreme Rules,WWE vs. ECW Head To Head ,
2113,Al Snow vs. Balls Mahoney vs. Bobby Lashley vs. Carlito vs. Edge vs. Finlay vs. Justin Credible vs. Kurt Angle vs. Little Guido vs. Mark Henry vs. Matt Hardy vs. Randy Orton vs. Shelton Benjamin vs. Stevie Richards vs. Tatanka vs. Terry Funk vs. The Big Show vs. The Sandman vs. Tommy Dreamer vs. Tony Mamaluke,06/07/2006,World Wrestling Entertainment,Battle Royal,WWE vs. ECW Head To Head ,
2114,Balls Mahoney vs. Masato Tanaka,06/11/2006,World Wrestling Entertainment,Singles,ECW One Night Stand 2006 ,*1/4
2115,Little Guido & Tony Mamaluke vs. Super Crazy & Yoshihiro Tajiri,06/11/2006,World Wrestling Entertainment,Tag Team,ECW One Night Stand 2006 ,**1/4
2116,Kurt Angle vs. Randy Orton,06/11/2006,World Wrestling Entertainment,Singles,ECW One Night Stand 2006 ,***
2117,John Cena vs. Rob Van Dam,06/11/2006,World Wrestling Entertainment,Singles,ECW One Night Stand 2006 ,***1/4
2118,Rey Mysterio vs. Sabu,06/11/2006,World Wrestling Entertainment,Singles,ECW One Night Stand 2006 ,***1/4
2119,"Beulah, Terry Funk & Tommy Dreamer vs. Edge, Lita & Mick Foley",06/11/2006,World Wrestling Entertainment,Six Man Tag Team,ECW One Night Stand 2006 ,
2120,"Johnny, Kenny, Mikey, Mitch & Nicky vs. Triple H",06/12/2006,World Wrestling Entertainment,Five On One Handicap,WWE Monday Night RAW #681 ,
2121,Al Snow vs. Balls Mahoney vs. Big Guido vs. Danny Doring vs. Little Guido vs. Roadkill vs. Sabu vs. Stevie Richards vs. The Big Show vs. Tommy Dreamer vs. Tony Mamaluke,06/13/2006,World Wrestling Entertainment,Extreme Battle Royal,ECW on Sci Fi #1 ,
2122,Bobby Lashley vs. King Booker,06/13/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #357 ,
2123,Gregory Helms vs. Rey Mysterio,06/13/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #357 ,
2124,Finlay & William Regal vs. Gunner Scott & Matt Hardy,06/16/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #357 ,***1/4
2125,Edge & Randy Orton vs. Kurt Angle & Rob Van Dam,06/20/2006,World Wrestling Entertainment,Tag Team,ECW on Sci Fi #2 ,
2126,Mark Henry vs. Rey Mysterio,06/20/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #358 ,
2127,Bobby Lashley vs. King Booker,06/20/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #358 ,
2128,Brian Kendrick & Paul London vs. Psicosis & Super Crazy,06/20/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #358 ,
2129,John Cena vs. Sabu,06/25/2006,World Wrestling Entertainment,Lumberjack,WWE Vengeance 2006 ,***1/4
2130,Edge vs. Rob Van Dam,06/25/2006,World Wrestling Entertainment,Singles,WWE Vengeance 2006 ,***1/2
2131,Kurt Angle vs. Randy Orton,06/25/2006,World Wrestling Entertainment,Singles,WWE Vengeance 2006 ,***1/4
2132,Kane vs. Kane,06/25/2006,World Wrestling Entertainment,Singles,WWE Vengeance 2006 ,
2133,Mick Foley vs. Ric Flair,06/25/2006,World Wrestling Entertainment,Best Two Out Of Three Falls,WWE Vengeance 2006 ,
2134,"Johnny, Kenny, Mikey, Mitch & Nicky vs. Shawn Michaels & Triple H",06/25/2006,World Wrestling Entertainment,Five On Two Handicap,WWE Vengeance 2006 ,
2135,Carlito vs. Johnny Nitro vs. Shelton Benjamin,06/25/2006,World Wrestling Entertainment,Triple Threat,WWE Vengeance 2006 ,
2136,John Cena vs. Rob Van Dam,06/26/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #683 ,
2137,Kurt Angle vs. Rob Van Dam,06/27/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #3 ,***1/2
2138,Roadkill vs. Sabu,06/27/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #3 ,
2139,Edge vs. John Cena vs. Rob Van Dam,07/03/2006,World Wrestling Entertainment,Triple Threat No Disqualification,WWE Monday Night RAW #684 ,
2140,Rob Van Dam vs. The Big Show,07/04/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #4 ,
2141,John Cena vs. Shelton Benjamin,07/10/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #685 ,
2142,Ric Flair vs. The Big Show,07/11/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #5 ,
2143,Rey Mysterio vs. William Regal,07/11/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #361 ,
2144,Edge vs. John Cena,07/15/2006,World Wrestling Entertainment,Singles,WWE Saturday Night's Main Event #33 ,
2145,Shane McMahon vs. Shawn Michaels,07/17/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #686 ,
2146,The Big Show vs. The Undertaker,07/18/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #6 ,
2147,Ashley vs. Jillian vs. Kristal vs. Michelle McCool,07/23/2006,World Wrestling Entertainment,Fatal Four Way Bra & Panties,WWE The Great American Bash 2006 ,DUD
2148,Batista vs. Mr. Kennedy,07/23/2006,World Wrestling Entertainment,Singles,WWE The Great American Bash 2006 ,**1/2
2149,The Big Show vs. The Undertaker,07/23/2006,World Wrestling Entertainment,Punjabi Prison,WWE The Great American Bash 2006 ,-1*
2150,King Booker vs. Rey Mysterio,07/23/2006,World Wrestling Entertainment,Singles,WWE The Great American Bash 2006 ,***
2151,Gregory Helms vs. Matt Hardy,07/23/2006,World Wrestling Entertainment,Singles,WWE The Great American Bash 2006 ,***1/4
2152,Finlay vs. William Regal,07/23/2006,World Wrestling Entertainment,Singles,WWE The Great American Bash 2006 ,***1/4
2153,Brian Kendrick & Paul London vs. Jamie Noble & Kid Kash,07/23/2006,World Wrestling Entertainment,Tag Team,WWE The Great American Bash 2006 ,***1/4
2154,Kane vs. The Big Show,07/25/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #7 ,
2155,Finlay vs. William Regal,07/25/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #363 ,
2156,Balls Mahoney vs. Justin Credible,07/25/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #7 ,
2157,Shawn Michaels vs. Umaga,07/31/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #688 ,
2158,Sylvan vs. Tatanka,07/31/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #364 ,
2159,Funaki & Scotty 2 Hotty vs. Idol Stevens & KC James,07/31/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #364 ,
2160,Finlay vs. William Regal,07/31/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #364 ,
2161,Mike Knox & Test vs. The Sandman & Tommy Dreamer,08/01/2006,World Wrestling Entertainment,Extreme Rules Tag Team,ECW on Sci Fi #8 ,
2162,Batista vs. The Big Show,08/01/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #8 ,
2163,Kurt Angle vs. Sabu,08/08/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #9 ,
2164,Mr. Kennedy vs. Rey Mysterio,08/08/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #365 ,
2165,Gregory Helms vs. Tatanka,08/08/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #365 ,
2166,Rob Van Dam vs. Sabu,08/15/2006,World Wrestling Entertainment,Ladder,ECW on Sci Fi #10 ,
2167,The Great Khali vs. The Undertaker,08/15/2006,World Wrestling Entertainment,Last Man Standing,WWE Friday Night SmackDown #366 ,
2168,Bobby Lashley vs. Finlay,08/15/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #366 ,
2169,Batista vs. King Booker,08/20/2006,World Wrestling Entertainment,Singles,WWE SummerSlam 2006: The Biggest Party Of The Summer ,1/2*
2170,Sabu vs. The Big Show,08/20/2006,World Wrestling Entertainment,Extreme Rules,WWE SummerSlam 2006: The Biggest Party Of The Summer ,*1/2
2171,Hulk Hogan vs. Randy Orton,08/20/2006,World Wrestling Entertainment,Singles,WWE SummerSlam 2006: The Biggest Party Of The Summer ,**1/4
2172,Chavo Guerrero vs. Rey Mysterio,08/20/2006,World Wrestling Entertainment,Singles,WWE SummerSlam 2006: The Biggest Party Of The Summer ,**1/4
2173,Edge vs. John Cena,08/20/2006,World Wrestling Entertainment,Singles,WWE SummerSlam 2006: The Biggest Party Of The Summer ,***3/4
2174,Shane McMahon & Vince McMahon vs. Shawn Michaels & Triple H,08/20/2006,World Wrestling Entertainment,Tag Team,WWE SummerSlam 2006: The Biggest Party Of The Summer ,***1/4
2175,Mick Foley vs. Ric Flair,08/20/2006,World Wrestling Entertainment,I Quit,WWE SummerSlam 2006: The Biggest Party Of The Summer ,***1/2
2176,Edge vs. Jeff Hardy,08/21/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #691 ,
2177,Sabu vs. The Big Show,08/22/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #11 ,
2178,"Finlay, Mr. Kennedy & William Regal vs. Shawn Michaels & Triple H",08/28/2006,World Wrestling Entertainment,Three On Two Handicap,WWE Monday Night RAW #692 ,
2179,Tatanka vs. The Miz,08/29/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #368 ,
2180,Paul Heyman vs. Sabu,08/29/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #12 ,
2181,Hardcore Holly vs. Rob Van Dam,08/29/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #12 ,
2182,Mike Knox & Test vs. Rob Van Dam & Sabu,09/05/2006,World Wrestling Entertainment,Extreme Rules Tag Team,ECW on Sci Fi #13 ,
2183,Batista vs. King Booker,09/05/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #369 ,
2184,"Ashley, Brian Kendrick & Paul London vs. Idol Stevens, KC James & Michelle McCool",09/05/2006,World Wrestling Entertainment,Six Man Tag Team,WWE Friday Night SmackDown #369 ,
2185,Finlay vs. Rey Mysterio,09/05/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #369 ,
2186,Shawn Michaels & Triple H vs. The Big Show,09/05/2006,World Wrestling Entertainment,Two On One Handicap,ECW on Sci Fi #13 ,
2187,Sabu vs. The Big Show,09/11/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #14 ,
2188,Triple H vs. Vince McMahon,09/11/2006,World Wrestling Entertainment,No Holds Barred,WWE Monday Night RAW #694 ,
2189,"Carlito, Jeff Hardy & John Cena vs. Edge, Johnny Nitro & Randy Orton",09/11/2006,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #694 ,
2190,"Johnny, Kenny & Mikey vs. Robbie McAllister, Roddy Piper & Rory McAllister",09/11/2006,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #694 ,
2191,King Booker vs. Rob Van Dam,09/12/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #15 ,
2192,"Matt Striker, Mike Knox & Test vs. Sabu, The Sandman & Tommy Dreamer",09/12/2006,World Wrestling Entertainment,Six Man Tag Team,ECW on Sci Fi #15 ,
2193,Edge vs. John Cena,09/17/2006,World Wrestling Entertainment,"Tables, Ladders & Chairs",WWE Unforgiven 2006 ,****1/4
2194,Lita vs. Trish Stratus,09/17/2006,World Wrestling Entertainment,Singles,WWE Unforgiven 2006 ,***1/4
2195,"Shane McMahon, The Big Show & Vince McMahon vs. Shawn Michaels & Triple H",09/17/2006,World Wrestling Entertainment,Hell In A Cell,WWE Unforgiven 2006 ,***1/4
2196,Kenny & Mikey vs. Robbie McAllister & Rory McAllister,09/17/2006,World Wrestling Entertainment,Tag Team,WWE Unforgiven 2006 ,
2197,Kane vs. Umaga,09/17/2006,World Wrestling Entertainment,Singles,WWE Unforgiven 2006 ,
2198,Carlito vs. Randy Orton,09/17/2006,World Wrestling Entertainment,Singles,WWE Unforgiven 2006 ,
2199,Jeff Hardy vs. Johnny Nitro,09/17/2006,World Wrestling Entertainment,Singles,WWE Unforgiven 2006 ,
2200,King Booker vs. The Undertaker,09/18/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #371 ,
2201,Carlito vs. Chris Masters vs. Jeff Hardy vs. Johnny Nitro vs. Randy Orton vs. Super Crazy,09/18/2006,World Wrestling Entertainment,Six Pack Challenge,WWE Monday Night RAW #695 ,
2202,Hardcore Holly vs. Rob Van Dam,09/26/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #16 ,***3/4
2203,The Big Show vs. The Sandman,09/26/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #16 ,
2204,Edge vs. John Cena,10/02/2006,World Wrestling Entertainment,Steel Cage,WWE Monday Night RAW #697 ,***3/4
2205,Matt Striker & The Big Show vs. Sabu & The Sandman,10/02/2006,World Wrestling Entertainment,Tag Team,ECW on Sci Fi #17 ,
2206,Rob Van Dam vs. Test,10/03/2006,World Wrestling Entertainment,Extreme Rules,ECW on Sci Fi #17 ,***3/4
2207,Batista vs. Bobby Lashley,10/03/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #373 ,
2208,"Matt Striker, Test & The Big Show vs. Rob Van Dam, Sabu & The Sandman",10/03/2006,World Wrestling Entertainment,Six Man Tag Team,ECW on Sci Fi #18 ,
2209,Batista vs. Bobby Lashley vs. Finlay vs. King Booker,10/08/2006,World Wrestling Entertainment,Fatal Four Way,WWE No Mercy 2006 ,***1/2
2210,Chris Benoit vs. William Regal,10/08/2006,World Wrestling Entertainment,Singles,WWE No Mercy 2006 ,***3/4
2211,Chavo Guerrero vs. Rey Mysterio,10/08/2006,World Wrestling Entertainment,Falls Count Anywhere,WWE No Mercy 2006 ,***1/4
2212,Brian Kendrick & Paul London vs. Idol Stevens & KC James,10/08/2006,World Wrestling Entertainment,Tag Team,WWE No Mercy 2006 ,***1/2
2213,Gregory Helms vs. Matt Hardy,10/08/2006,World Wrestling Entertainment,Singles,WWE No Mercy 2006 ,***1/4
2214,Mr. Kennedy vs. The Undertaker,10/08/2006,World Wrestling Entertainment,Singles,WWE No Mercy 2006 ,
2215,Lance Cade & Trevor Murdoch vs. Shawn Michaels & Triple H,10/09/2006,World Wrestling Entertainment,Tag Team Street Fight,WWE Monday Night RAW #698 - Family Reunion ,
2216,Rob Van Dam vs. The Big Show,10/10/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #19 ,
2217,Chavo Guerrero vs. Rey Mysterio,10/15/2006,World Wrestling Entertainment,Loser Leaves SmackDown I Quit,WWE Friday Night SmackDown #375 ,
2218,John Cena vs. Johnny Nitro,10/23/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #700 ,
2219,Rob Van Dam vs. The Big Show,10/24/2006,World Wrestling Entertainment,Ladder,ECW on Sci Fi #20 ,
2220,Hardcore Holly vs. Test,10/24/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #20 ,
2221,Brian Kendrick & Paul London vs. Idol Stevens & KC James,10/29/2006,World Wrestling Entertainment,Tag Team,WWE Friday Night SmackDown #377 ,
2222,Hardcore Holly & Rob Van Dam vs. Test & The Big Show,10/29/2006,World Wrestling Entertainment,Tag Team,ECW on Sci Fi #21 ,
2223,Hardcore Holly & Rob Van Dam vs. Paul Heyman & The Big Show,10/30/2006,World Wrestling Entertainment,Tag Team,ECW on Sci Fi #22 ,
2224,CM Punk vs. Mike Knox,10/30/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #22 ,
2225,Lita vs. Mickie James,11/05/2006,World Wrestling Entertainment,Lumberjack,WWE Cyber Sunday 2006 ,
2226,John Cena vs. King Booker vs. The Big Show,11/05/2006,World Wrestling Entertainment,Triple Threat,WWE Cyber Sunday 2006 ,
2227,Kenny & Mikey vs. Ric Flair & Roddy Piper,11/05/2006,World Wrestling Entertainment,Tag Team,WWE Cyber Sunday 2006 ,
2228,Carlito vs. Jeff Hardy,11/05/2006,World Wrestling Entertainment,Singles,WWE Cyber Sunday 2006 ,
2229,Kane vs. Umaga,11/05/2006,World Wrestling Entertainment,Singles,WWE Cyber Sunday 2006 ,
2230,Edge & Randy Orton vs. Shawn Michaels & Triple H,11/05/2006,World Wrestling Entertainment,Tag Team,WWE Cyber Sunday 2006 ,
2231,Bobby Lashley vs. King Booker,11/06/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #378 ,
2232,Edge & Randy Orton vs. Ric Flair & Roddy Piper,11/06/2006,World Wrestling Entertainment,No Disqualification,WWE Monday Night RAW #702 ,
2233,Jeff Hardy vs. Johnny Nitro,11/06/2006,World Wrestling Entertainment,No Disqualification,WWE Monday Night RAW #702 ,
2234,Bobby Lashley vs. Hardcore Holly,11/13/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #23 ,
2235,CM Punk vs. Mike Knox,11/13/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #23 ,
2236,Jeff Hardy vs. Johnny Nitro,11/13/2006,World Wrestling Entertainment,Singles,WWE Monday Night RAW #703 ,
2237,Chris Benoit vs. Tatanka,11/14/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #379 ,
2238,Jeff Hardy vs. Johnny Nitro,11/20/2006,World Wrestling Entertainment,Ladder,WWE Monday Night RAW #704 ,***3/4
2239,Hardcore Holly vs. Rob Van Dam,11/21/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #24 ,***1/4
2240,Brian Kendrick vs. William Regal,11/21/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #380 ,
2241,Jeff Hardy & Matt Hardy vs. Little Guido & Tony Mamaluke,11/21/2006,World Wrestling Entertainment,Tag Team,ECW on Sci Fi #24 ,
2242,Chris Benoit vs. Finlay,11/24/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #380 ,****1/4
2243,Lita vs. Mickie James,11/26/2006,World Wrestling Entertainment,Singles,WWE Survivor Series 2006 ,
2244,Batista vs. King Booker,11/26/2006,World Wrestling Entertainment,Singles,WWE Survivor Series 2006 ,
2245,"CM Punk, Jeff Hardy, Matt Hardy, Shawn Michaels & Triple H vs. Edge, Gregory Helms, Johnny Nitro, Mike Knox & Randy Orton",11/26/2006,World Wrestling Entertainment,Survivor Series Elimination,WWE Survivor Series 2006 ,
2246,Chavo Guerrero vs. Chris Benoit,11/26/2006,World Wrestling Entertainment,Singles,WWE Survivor Series 2006 ,
2247,"Dusty Rhodes, Ric Flair, Ron Simmons & Sgt. Slaughter vs. Johnny, Kenny, Mikey & Nicky",11/26/2006,World Wrestling Entertainment,Survivor Series Elimination,WWE Survivor Series 2006 ,
2248,Mr. Kennedy vs. The Undertaker,11/26/2006,World Wrestling Entertainment,First Blood,WWE Survivor Series 2006 ,
2249,"Bobby Lashley, John Cena, Kane, Rob Van Dam & Sabu vs. Finlay, Montel Vontavious Porter, Test, The Big Show & Umaga",11/26/2006,World Wrestling Entertainment,Survivor Series Elimination,WWE Survivor Series 2006 ,
2250,Edge & Randy Orton vs. Jeff Hardy & Matt Hardy,11/27/2006,World Wrestling Entertainment,Tag Team,WWE Monday Night RAW #705 ,
2251,"Johnny, Kenny, Mikey, Mitch & Nicky vs. Ric Flair, Shawn Michaels & Triple H",11/27/2006,World Wrestling Entertainment,Five On Three Handicap,WWE Monday Night RAW #705 ,
2252,Rob Van Dam vs. Sabu,11/28/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #25 ,
2253,Batista vs. Finlay vs. King Booker,11/28/2006,World Wrestling Entertainment,Triple Threat,WWE Friday Night SmackDown #381 ,
2254,Jeff Hardy & Matt Hardy vs. Mercury & Nitro,12/03/2006,World Wrestling Entertainment,Tag Team,ECW December To Dismember 2006 ,***1/4
2255,Bobby Lashley vs. CM Punk vs. Hardcore Holly vs. Rob Van Dam vs. Test vs. The Big Show,12/03/2006,World Wrestling Entertainment,Extreme Elimination Chamber,ECW December To Dismember 2006 ,
2256,Ariel & Kevin Thorn vs. Kelly Kelly & Mike Knox,12/03/2006,World Wrestling Entertainment,Mixed Tag Team,ECW December To Dismember 2006 ,
2257,Daivari vs. Tommy Dreamer,12/03/2006,World Wrestling Entertainment,Singles,ECW December To Dismember 2006 ,
2258,Elijah Burke & Sylvester Terkay vs. Little Guido & Tony Mamaluke,12/03/2006,World Wrestling Entertainment,Tag Team,ECW December To Dismember 2006 ,
2259,Balls Mahoney vs. Matt Striker,12/03/2006,World Wrestling Entertainment,Singles,ECW December To Dismember 2006 ,
2260,Bobby Lashley vs. The Big Show,12/04/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #26 ,
2261,"Edge, Kenny & Randy Orton vs. Ric Flair, Shawn Michaels & Triple H",12/11/2006,World Wrestling Entertainment,Six Man Tag Team,WWE Monday Night RAW #707 ,***1/4
2262,"Brian Kendrick, Jimmy Wang Yang & Paul London vs. Dave Taylor, Gregory Helms & William Regal",12/12/2006,World Wrestling Entertainment,Six Man Tag Team,WWE Friday Night SmackDown #383 ,
2263,Rob Van Dam vs. Test,12/12/2006,World Wrestling Entertainment,Singles,ECW on Sci Fi #27 ,
2264,Finlay vs. John Cena,12/12/2006,World Wrestling Entertainment,Singles,WWE Friday Night SmackDown #383 ,
2265,Kane vs. Montel Vontavious Porter,12/17/2006,World Wrestling Entertainment,Inferno,WWE Armageddon 2006 ,*
2266,Batista & John Cena vs. Finlay & King Booker,12/17/2006,World Wrestling Entertainment,Tag Team,WWE Armageddon 2006 ,*1/4
2267,Mr. Kennedy vs. The Undertaker,12/17/2006,World Wrestling Entertainment,Last Ride,WWE Armageddon 2006 ,**1/4
2268,Gregory Helms vs. Jimmy Wang Yang,12/17/2006,World Wrestling Entertainment,Singles,WWE Armageddon 2006 ,***
2269,Chavo Guerrero vs. Chris Benoit,12/17/2006,World Wrestling Entertainment,Singles,WWE Armageddon 2006 ,***1/4
