Index,Fixture,Date,Promotion,Match type,Event
176,Dragon Dia vs. Francesco Akira,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
177,BUSHI vs. HAYATA,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
178,Ninja Mack vs. Robbie Eagles,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
179,Drilla Moloney vs. SHO,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
180,Blake Christian vs. Clark Connors,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
181,DOUKI vs. Taiji Ishimori,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
182,Kevin Knight vs. TJP,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
183,Hiromu Takahashi vs. KUSHIDA,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
184,El Desperado vs. Titan,05/11/2024,New Japan Pro Wrestling,Singles,NJPW Best Of The Super Junior 31 - Tag 1
185,Lio Rush vs. Mustafa Ali,05/11/2024,New Japan Pro Wrestling,Singles,NJPW STRONG Resurgence 2024 - The Buy In
186,El Phantasmo & Hikuleo vs. Mikey Nicholls & Shane Haste,05/11/2024,New Japan Pro Wrestling,Tag Team,NJPW STRONG Resurgence 2024
187,Alex Windsor vs. Stephanie Vaquer,05/11/2024,New Japan Pro Wrestling,Singles,NJPW STRONG Resurgence 2024
188,Fred Rosser & Tom Lawlor vs. Jorel Nelson & Royce Isaacs,05/11/2024,New Japan Pro Wrestling,Tag Team,NJPW STRONG Resurgence 2024
189,Hiroshi Tanahashi vs. Zack Sabre Jr.,05/11/2024,New Japan Pro Wrestling,Singles,NJPW STRONG Resurgence 2024
190,Jeff Cobb vs. Lance Archer,05/11/2024,New Japan Pro Wrestling,Singles,NJPW STRONG Resurgence 2024
191,Shingo Takagi vs. Yuya Uemura,05/11/2024,New Japan Pro Wrestling,Singles,NJPW STRONG Resurgence 2024
192,Eddie Kingston vs. Gabe Kidd,05/11/2024,New Japan Pro Wrestling,No Rope Last Man Standing,NJPW STRONG Resurgence 2024
193,Jon Moxley vs. Shota Umino,05/11/2024,New Japan Pro Wrestling,Singles,NJPW STRONG Resurgence 2024
194,David Finlay & KENTA vs. Tetsuya Naito & Yota Tsuji,05/11/2024,New Japan Pro Wrestling,Tag Team,NJPW STRONG Resurgence 2024
195,"EVIL, Jack Perry & Ren Narita vs. Rocky Romero, The DKC & Tomohiro Ishii",05/11/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW STRONG Resurgence 2024
196,Mikey Nicholls & Shane Haste vs. Shoma Kato & Tiger Mask,05/04/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
197,DOUKI & Yuya Uemura vs. Francesco Akira & Great-O-Khan,05/04/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
198,Callum Newman & Jeff Cobb vs. Kosei Fujita & Zack Sabre Jr.,05/04/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
199,"El Desperado, El Phantasmo, Hikuleo & Shota Umino vs. EVIL, SHO, Yoshinobu Kanemaru & Yujiro Takahashi",05/04/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
200,Hiroshi Tanahashi & Oleg Boltin vs. Taichi & TAKA Michinoku,05/04/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
201,Jon Moxley vs. Ren Narita,05/04/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Dontaku 2024 - Tag 2
202,"BUSHI, Hiromu Takahashi, Tetsuya Naito & Yota Tsuji vs. Clark Connors, Drilla Moloney, Gedo & Taiji Ishimori",05/04/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
203,Chase Owens & KENTA vs. Hirooki Goto & YOSHI-HASHI,05/04/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
204,Gabe Kidd vs. Shingo Takagi,05/04/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Dontaku 2024 - Tag 2
205,David Finlay vs. Nic Nemeth,05/04/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Dontaku 2024 - Tag 2
206,Jet Wei & Naoki Sakurajima vs. Katsuya Murashima & Togi Makabe,05/04/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 2
207,Callum Newman & Great-O-Khan vs. Taichi & Yuya Uemura,05/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
208,DOUKI & TAKA Michinoku vs. SHO & Yujiro Takahashi,05/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
209,"El Phantasmo, Hikuleo & Jado vs. Kosei Fujita, Mikey Nicholls & Shane Haste",05/03/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
210,"Chase Owens, KENTA & Taiji Ishimori vs. Hirooki Goto, Tiger Mask & YOSHI-HASHI",05/03/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
211,"BUSHI, Hiromu Takahashi, Shingo Takagi & Tetsuya Naito vs. Clark Connors, Drilla Moloney, Gabe Kidd & Gedo",05/03/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
212,"El Desperado, Jon Moxley & Shota Umino vs. EVIL, Ren Narita & Yoshinobu Kanemaru",05/03/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
213,Jeff Cobb vs. Zack Sabre Jr.,05/03/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Dontaku 2024 - Tag 1
214,David Finlay vs. Yota Tsuji,05/03/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Dontaku 2024 - Tag 1
215,Hiroshi Tanahashi vs. Nic Nemeth,05/03/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Dontaku 2024 - Tag 1
216,Katsuya Murashima & Togi Makabe vs. Oleg Boltin & Shoma Kato,05/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Dontaku 2024 - Tag 1
217,"Hiroshi Tanahashi, Tiger Mask & Togi Makabe vs. Taichi, TAKA Michinoku & Yuya Uemura",04/29/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling Satsuma no Kuni 2024
218,DOUKI vs. SHO,04/29/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Satsuma no Kuni 2024
219,Katsuya Murashima vs. Oleg Boltin,04/29/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling Satsuma no Kuni 2024
220,"Callum Newman, Francesco Akira, Great-O-Khan & Jeff Cobb vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",04/29/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Wrestling Satsuma no Kuni 2024
221,"Dick Togo, EVIL, Ren Narita, Yoshinobu Kanemaru & Yujiro Takahashi vs. El Desperado, El Phantasmo, Hikuleo, Jado & Shota Umino",04/29/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW Wrestling Satsuma no Kuni 2024
222,"Chase Owens, KENTA & Taiji Ishimori vs. Hirooki Goto, Tomoaki Honma & YOSHI-HASHI",04/29/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling Satsuma no Kuni 2024
223,"David Finlay, Gabe Kidd & Gedo vs. Shingo Takagi, Tetsuya Naito & Yota Tsuji",04/29/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling Satsuma no Kuni 2024
224,BUSHI & Hiromu Takahashi vs. Clark Connors & Drilla Moloney,04/29/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling Satsuma no Kuni 2024
225,HANZO & Rey Paloma vs. Oleg Boltin & Toru Yano,04/27/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 7
226,"Chase Owens, KENTA & Taiji Ishimori vs. Hirooki Goto, Tiger Mask & YOSHI-HASHI",04/27/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 7
227,Francesco Akira & Jeff Cobb vs. Kosei Fujita & Zack Sabre Jr.,04/27/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 7
228,"El Desperado, Shota Umino & Tomohiro Ishii vs. EVIL, Ren Narita & Yujiro Takahashi",04/27/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 7
229,Hiroshi Tanahashi & Katsuya Murashima vs. Shoma Kato & Tomoaki Honma,04/27/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 7
230,El Phantasmo & Hikuleo vs. Mikey Nicholls & Shane Haste,04/27/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 7
231,Great-O-Khan vs. Yuya Uemura,04/27/2024,New Japan Pro Wrestling,Rural Revitalization In Hamamatsu 2 Out Of 3 Falls,NJPW Road To Wrestling Dontaku 2024 - Tag 7
232,"BUSHI, Hiromu Takahashi, Shingo Takagi, Tetsuya Naito & Yota Tsuji vs. Clark Connors, David Finlay, Drilla Moloney, Gabe Kidd & Jake Lee",04/27/2024,New Japan Pro Wrestling,Ten Man Tag Team Elimination,NJPW Road To Wrestling Dontaku 2024 - Tag 7
233,"EVIL, Yoshinobu Kanemaru & Yujiro Takahashi vs. Hiroshi Tanahashi, Oleg Boltin & Toru Yano",04/23/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 4
234,BUSHI vs. Gabe Kidd,04/23/2024,New Japan Pro Wrestling,Singles,NJPW Road To Wrestling Dontaku 2024 - Tag 4
235,Clark Connors vs. Shingo Takagi,04/23/2024,New Japan Pro Wrestling,Singles,NJPW Road To Wrestling Dontaku 2024 - Tag 4
236,Drilla Moloney vs. Tetsuya Naito,04/23/2024,New Japan Pro Wrestling,Singles,NJPW Road To Wrestling Dontaku 2024 - Tag 4
237,David Finlay vs. Hiromu Takahashi,04/23/2024,New Japan Pro Wrestling,Singles,NJPW Road To Wrestling Dontaku 2024 - Tag 4
238,"Chase Owens, KENTA & Taiji Ishimori vs. Hirooki Goto, Shoma Kato & YOSHI-HASHI",04/23/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 4
239,"El Desperado, El Phantasmo, Hikuleo & Katsuya Murashima vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",04/23/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 4
240,"El Phantasmo, Hikuleo, Jado & Shoma Kato vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",04/22/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 3
241,"Chase Owens, KENTA & Taiji Ishimori vs. Hirooki Goto, Katsuya Murashima & YOSHI-HASHI",04/22/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 3
242,"Dick Togo, EVIL, Ren Narita, Yoshinobu Kanemaru & Yujiro Takahashi vs. Hiroshi Tanahashi, Oleg Boltin, Shota Umino, Tomohiro Ishii & Toru Yano",04/22/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 3
243,"BUSHI, Hiromu Takahashi, Shingo Takagi, Tetsuya Naito & Yota Tsuji vs. Clark Connors, David Finlay, Drilla Moloney, Gabe Kidd & Gedo",04/22/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW Road To Wrestling Dontaku 2024 - Tag 3
244,"Callum Newman, Francesco Akira, Great-O-Khan, Jeff Cobb & TJP vs. DOUKI, SANADA, Taichi, TAKA Michinoku & Yuya Uemura",04/22/2024,New Japan Pro Wrestling,Faction Warfare Gauntlet,NJPW Road To Wrestling Dontaku 2024 - Tag 3
245,El Desperado & Shoma Kato vs. Satoshi Kojima & Tiger Mask,04/14/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling World 2024 In Taiwan
246,"EVIL, SHO & Yoshinobu Kanemaru vs. Hiroshi Tanahashi, Oleg Boltin & Toru Yano",04/14/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling World 2024 In Taiwan
247,DOUKI vs. Kosei Fujita,04/14/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling World 2024 In Taiwan
248,HANAKO vs. Starlight Kid,04/14/2024,New Japan Pro Wrestling,Singles,NJPW Wrestling World 2024 In Taiwan
249,Hirooki Goto & YOSHI-HASHI vs. SANADA & Yuya Uemura,04/14/2024,New Japan Pro Wrestling,Tag Team,NJPW Wrestling World 2024 In Taiwan
250,"Callum Newman, Francesco Akira & Great-O-Khan vs. Hiroshi Tanahashi, Oleg Boltin & Toru Yano",04/14/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling World 2024 In Taiwan
251,"BUSHI, Shingo Takagi & Yota Tsuji vs. EVIL, SHO & Yoshinobu Kanemaru",04/14/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Wrestling World 2024 In Taiwan
252,Jack Perry vs. Shota Umino,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
253,Matt Riddle vs. Zack Sabre Jr.,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
254,Jon Moxley vs. Tetsuya Naito,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
255,AZM vs. Stephanie Vaquer,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
256,Nic Nemeth vs. Tomohiro Ishii,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
257,Alex Windsor & Trish Adora vs. Mina Shirakawa & Viva Van,04/12/2024,New Japan Pro Wrestling,Tag Team,NJPW Windy City Riot 2024 - The Buy In
258,Minoru Suzuki vs. Ren Narita,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
259,El Phantasmo & Hikuleo vs. Fred Rosser & Tom Lawlor vs. Jorel Nelson & Royce Isaacs vs. Mikey Nicholls & Shane Haste,04/12/2024,New Japan Pro Wrestling,Four Way Tag Team,NJPW Windy City Riot 2024
260,"Clark Connors, David Finlay, Gabe Kidd & KENTA vs. Eddie Kingston, Homicide, Jeff Cobb & TJP",04/12/2024,New Japan Pro Wrestling,Riot Rules Eight Man Tag Team,NJPW Windy City Riot 2024
261,Hiromu Takahashi vs. Mustafa Ali,04/12/2024,New Japan Pro Wrestling,Singles,NJPW Windy City Riot 2024
262,"Ayato Yoshida, Chicharito Shoki & Takuro Niki vs. Oleg Boltin, Tomohiro Ishii & Toru Yano",04/06/2024,New Japan Pro Wrestling,Frontier Zone Six Man Tag Team,NJPW Sakura Genesis 2024
263,El Desperado & Ryusuke Taguchi vs. Kosei Fujita & Zack Sabre Jr.,04/06/2024,New Japan Pro Wrestling,Tag Team,NJPW Sakura Genesis 2024
264,BUSHI & Hiromu Takahashi vs. David Finlay & Gedo,04/06/2024,New Japan Pro Wrestling,Tag Team,NJPW Sakura Genesis 2024
265,"Callum Newman, Great-O-Khan & Jeff Cobb vs. DOUKI, SANADA & Yuya Uemura",04/06/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Sakura Genesis 2024
266,Clark Connors & Drilla Moloney vs. Francesco Akira & TJP vs. Kevin Knight & KUSHIDA,04/06/2024,New Japan Pro Wrestling,Three Way Tag Team,NJPW Sakura Genesis 2024
267,Chase Owens & KENTA vs. Hirooki Goto & YOSHI-HASHI,04/06/2024,New Japan Pro Wrestling,Tag Team,NJPW Sakura Genesis 2024
268,Jack Perry & Ren Narita vs. Jon Moxley & Shota Umino,04/06/2024,New Japan Pro Wrestling,Tag Team,NJPW Sakura Genesis 2024
269,EVIL vs. Shingo Takagi,04/06/2024,New Japan Pro Wrestling,Singles,NJPW Sakura Genesis 2024
270,Tetsuya Naito vs. Yota Tsuji,04/06/2024,New Japan Pro Wrestling,Singles,NJPW Sakura Genesis 2024
271,EVIL & Yujiro Takahashi vs. Katsuya Murashima & Shoma Kato,04/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 3
272,"DOUKI, SANADA, Taichi, TAKA Michinoku & Yuya Uemura vs. Hiroyoshi Tenzan, Oleg Boltin, Ryusuke Taguchi, Tiger Mask & Toru Yano",04/03/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 3
273,Chase Owens & Taiji Ishimori vs. El Desperado & YOSHI-HASHI,04/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 3
274,"Callum Newman, Francesco Akira & TJP vs. Clark Connors, Drilla Moloney & Gedo vs. Kevin Knight, KUSHIDA & Tomohiro Ishii",04/03/2024,New Japan Pro Wrestling,Gauntlet,NJPW Road To Sakura Genesis 2024 - Tag 3
275,Shingo Takagi vs. Yoshinobu Kanemaru,04/03/2024,New Japan Pro Wrestling,Singles,NJPW Road To Sakura Genesis 2024 - Tag 3
276,BUSHI & Yota Tsuji vs. Hiromu Takahashi & Tetsuya Naito,04/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 3
277,Ren Narita & SHO vs. Shota Umino & YOH,04/03/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 3
278,Clark Connors & Gedo vs. Kevin Knight & KUSHIDA,03/31/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 2
279,Great-O-Khan vs. Tanga Loa,03/31/2024,New Japan Pro Wrestling,Rural Revitalization In Hamamatsu 2 Out Of 3 Falls,NJPW Road To Sakura Genesis 2024 - Tag 2
280,"DOUKI, SANADA, Taichi, TAKA Michinoku & Yuya Uemura vs. El Desperado, Oleg Boltin, Tomoaki Honma, Tomohiro Ishii & Toru Yano",03/31/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 2
281,Chase Owens & Taiji Ishimori vs. Hirooki Goto & Tiger Mask,03/31/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 2
282,"Ren Narita, SHO & Yoshinobu Kanemaru vs. Shota Umino, Togi Makabe & YOH",03/31/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 2
283,"BUSHI, Hiromu Takahashi & Yota Tsuji vs. Callum Newman, Francesco Akira & TJP",03/31/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 2
284,EVIL & Yujiro Takahashi vs. Shingo Takagi & Tetsuya Naito,03/31/2024,New Japan Pro Wrestling,Tag Team,NJPW Road To Sakura Genesis 2024 - Tag 2
285,Alex Gracia vs. Mylo,03/23/2024,New Japan Pro Wrestling,Singles,NJPW Academy Showcase #3
286,Allan Breeze & CJ Tino vs. Dom Kubrick & Lucas Riley,03/23/2024,New Japan Pro Wrestling,Tag Team,NJPW Academy Showcase #3
287,Jada Stone vs. Zara Zakher,03/23/2024,New Japan Pro Wrestling,Singles,NJPW Academy Showcase #3
288,BUSHI & Hiromu Takahashi vs. Katsuya Murashima & Shoma Kato,03/20/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 12
289,Hirooki Goto vs. Yota Tsuji,03/20/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 12
290,"Francesco Akira, Great-O-Khan & TJP vs. Ryusuke Taguchi, Tanga Loa & Tomohiro Ishii",03/20/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 12
291,Callum Newman & Jeff Cobb vs. Mikey Nicholls & Zack Sabre Jr.,03/20/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 12
292,"Chase Owens, Gabe Kidd & KENTA vs. Hiroyoshi Tenzan, Togi Makabe & YOSHI-HASHI",03/20/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 12
293,"El Desperado, Shota Umino & Yuji Nagata vs. Jack Perry, Ren Narita & Yujiro Takahashi",03/20/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 12
294,YOH vs. Yoshinobu Kanemaru,03/20/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 12
295,"DOUKI, SANADA, Taichi, TAKA Michinoku & Yuya Uemura vs. El Phantasmo, Hikuleo, Jado, Oleg Boltin & Toru Yano",03/20/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2024 - Tag 12
296,Dick Togo & EVIL vs. Shingo Takagi & Tetsuya Naito,03/20/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 12
297,Mikey Nicholls & Zack Sabre Jr. vs. Oleg Boltin & Shoma Kato,03/18/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 11
298,"DOUKI, Taichi & Yuya Uemura vs. El Desperado, Togi Makabe & Tomohiro Ishii",03/18/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 11
299,Callum Newman & Great-O-Khan vs. Ryusuke Taguchi & Tanga Loa,03/18/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 11
300,"Chase Owens, Gabe Kidd & KENTA vs. Hiroyoshi Tenzan, Toru Yano & YOSHI-HASHI",03/18/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 11
301,"El Phantasmo, Hikuleo, Shota Umino & YOH vs. Jack Perry, Ren Narita, Yoshinobu Kanemaru & Yujiro Takahashi",03/18/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2024 - Tag 11
302,"BUSHI, Hiromu Takahashi & Tetsuya Naito vs. Francesco Akira, Jeff Cobb & TJP",03/18/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 11
303,EVIL vs. Yota Tsuji,03/18/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 11
304,Hirooki Goto vs. SANADA,03/18/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 11
305,Katsuya Murashima & Oleg Boltin vs. Ryusuke Taguchi & Shoma Kato,03/17/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 10
306,EVIL vs. Shingo Takagi,03/17/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 10
307,Ren Narita vs. Yota Tsuji,03/17/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 10
308,"El Phantasmo, Hikuleo & Tanga Loa vs. Francesco Akira, Great-O-Khan & TJP",03/17/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 10
309,Callum Newman & Jeff Cobb vs. Mikey Nicholls & Zack Sabre Jr.,03/17/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 10
310,"El Desperado, Shota Umino & YOH vs. Jack Perry, Yoshinobu Kanemaru & Yujiro Takahashi",03/17/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 10
311,"Chase Owens, Gabe Kidd, Gedo, KENTA & Taiji Ishimori vs. Hirooki Goto, Hiroyoshi Tenzan, Tomohiro Ishii, Toru Yano & YOSHI-HASHI",03/17/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2024 - Tag 10
312,"BUSHI, Hiromu Takahashi & Tetsuya Naito vs. SANADA, Taichi & Yuya Uemura",03/17/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 10
313,Jack Perry vs. SANADA,03/16/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 9
314,"Francesco Akira, Great-O-Khan & Jeff Cobb vs. Ryusuke Taguchi, Tanga Loa & Tomohiro Ishii",03/16/2024,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2024 - Tag 9
315,Callum Newman & TJP vs. Mikey Nicholls & Zack Sabre Jr.,03/16/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 9
316,"Chase Owens, Gabe Kidd, KENTA & Taiji Ishimori vs. El Phantasmo, Hikuleo, Jado & Toru Yano",03/16/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2024 - Tag 9
317,Shota Umino & YOSHI-HASHI vs. Taichi & Yuya Uemura,03/16/2024,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2024 - Tag 9
318,"BUSHI, Hiromu Takahashi, Shingo Takagi, Tetsuya Naito & Yota Tsuji vs. Dick Togo, EVIL, Ren Narita, Yoshinobu Kanemaru & Yujiro Takahashi",03/16/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2024 - Tag 9
319,Katsuya Murashima vs. Shoma Kato,03/15/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 8
320,Ren Narita vs. Zack Sabre Jr.,03/15/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 8
321,El Phantasmo vs. Yota Tsuji,03/15/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 8
322,Callum Newman vs. Mikey Nicholls,03/15/2024,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2024 - Tag 8
323,"DOUKI, SANADA, Taichi & Yuya Uemura vs. El Desperado, Oleg Boltin, Togi Makabe & Tomoaki Honma",03/15/2024,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2024 - Tag 8
324,"Chase Owens, David Finlay, Gabe Kidd, KENTA & Taiji Ishimori vs. Hirooki Goto, Ryusuke Taguchi, Tomohiro Ishii, Toru Yano & YOSHI-HASHI",03/15/2024,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2024 - Tag 8
