Index,Fixture,Date,Promotion,Match type,Event
1312,Aaron Henare & Kyle Fletcher vs. Tomoaki Honma & YOSHI-HASHI,03/18/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 10
1313,"Chase Owens, El Phantasmo & KENTA vs. El Desperado, Minoru Suzuki & Ren Narita",03/18/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 10
1314,"Dick Togo, EVIL & Yujiro Takahashi vs. Great-O-Khan, Jeff Cobb & Mark Davis",03/18/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 10
1315,"BUSHI, Hiromu Takahashi, Shingo Takagi & Tetsuya Naito vs. Lio Rush, Tomohiro Ishii, Toru Yano & YOH",03/18/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 10
1316,David Finlay vs. Shota Umino,03/18/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 10
1317,Hirooki Goto vs. Tama Tonga,03/18/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 10
1318,Kosei Fujita & Zack Sabre Jr. vs. SHO & Yujiro Takahashi,03/17/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 9
1319,"Aaron Henare, Great-O-Khan, Jeff Cobb & Kyle Fletcher vs. Oskar Leube, Ryusuke Taguchi, Togi Makabe & Tomoaki Honma",03/17/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 9
1320,"Hirooki Goto, Toru Yano & YOSHI-HASHI vs. Hiroyoshi Tenzan, Satoshi Kojima & Tama Tonga",03/17/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 9
1321,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. Lio Rush, Tomohiro Ishii & YOH",03/17/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 9
1322,"Chase Owens, David Finlay, El Phantasmo & KENTA vs. El Desperado, Minoru Suzuki, Ren Narita & Shota Umino",03/17/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 9
1323,EVIL vs. Mark Davis,03/17/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 9
1324,SANADA vs. Tetsuya Naito,03/17/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 9
1325,Aaron Henare vs. Yuto Nakashima,03/15/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 8
1326,"Hirooki Goto, Ryohei Oiwa & YOSHI-HASHI vs. Jeff Cobb, Kyle Fletcher & Mark Davis",03/15/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 8
1327,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. DOUKI, Taichi, TAKA Michinoku & Yoshinobu Kanemaru",03/15/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 8
1328,"Chase Owens, El Phantasmo & KENTA vs. Jado, Ren Narita & Tama Tonga",03/15/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 8
1329,"BUSHI, Hiromu Takahashi, SANADA, Shingo Takagi & Tetsuya Naito vs. Lio Rush, Tomoaki Honma, Tomohiro Ishii, Toru Yano & YOH",03/15/2023,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2023 - Tag 8
1330,David Finlay vs. Great-O-Khan,03/15/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 8
1331,Shota Umino vs. Zack Sabre Jr.,03/15/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 8
1332,Kosei Fujita & Zack Sabre Jr. vs. Shota Umino & Tama Tonga,03/13/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 7
1333,Chase Owens & KENTA vs. Oskar Leube & Ren Narita,03/13/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 7
1334,Dick Togo & SHO vs. Taichi & TAKA Michinoku,03/13/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 7
1335,"Aaron Henare, Great-O-Khan & Kyle Fletcher vs. David Finlay, El Phantasmo & Gedo",03/13/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 7
1336,"BUSHI, Hiromu Takahashi, SANADA, Shingo Takagi & Tetsuya Naito vs. Hirooki Goto, Lio Rush, Tomohiro Ishii, YOH & YOSHI-HASHI",03/13/2023,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2023 - Tag 7
1337,EVIL vs. Jeff Cobb,03/13/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 7
1338,Mark Davis vs. Will Ospreay,03/13/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 7
1339,Oskar Leube & Tomoaki Honma vs. Ren Narita & Ryohei Oiwa,03/12/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 6
1340,Kosei Fujita & Zack Sabre Jr. vs. Shota Umino & Yuto Nakashima,03/12/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 6
1341,"Chase Owens, David Finlay, El Phantasmo & KENTA vs. DOUKI, Taichi, TAKA Michinoku & Yoshinobu Kanemaru",03/12/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 6
1342,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. Great-O-Khan, Jeff Cobb, Mark Davis & Will Ospreay",03/12/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 6
1343,"BUSHI, Hiromu Takahashi, SANADA, Shingo Takagi & Tetsuya Naito vs. Lio Rush, Tomohiro Ishii, Toru Yano, YOH & YOSHI-HASHI",03/12/2023,New Japan Pro Wrestling,Ten Man Tag Team,NJPW New Japan Cup 2023 - Tag 6
1344,Aaron Henare vs. Tama Tonga,03/12/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 6
1345,Hirooki Goto vs. Kyle Fletcher,03/12/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 6
1346,"Hirooki Goto, Tomoaki Honma & YOSHI-HASHI vs. Kyle Fletcher, Mark Davis & Will Ospreay",03/11/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 5
1347,"Aaron Henare, Great-O-Khan & Jeff Cobb vs. Oskar Leube, Tama Tonga & Toru Yano",03/11/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 5
1348,David Finlay & El Phantasmo vs. Kosei Fujita & Zack Sabre Jr.,03/11/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 5
1349,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. DOUKI, Taichi, TAKA Michinoku & Yoshinobu Kanemaru",03/11/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 5
1350,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. Lio Rush, Tomohiro Ishii & YOH",03/11/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 5
1351,Hiroshi Tanahashi & Kazuchika Okada vs. Ren Narita & Shota Umino,03/11/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 5
1352,Chase Owens vs. Tetsuya Naito,03/11/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 5
1353,KENTA vs. SANADA,03/11/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 5
1354,"BUSHI, Hiromu Takahashi, SANADA & Tetsuya Naito vs. Lio Rush, Shota Umino, Tama Tonga & YOH",03/10/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 4
1355,Kosei Fujita & Zack Sabre Jr. vs. SHO & Yujiro Takahashi,03/10/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 4
1356,"Chase Owens, David Finlay, El Phantasmo & KENTA vs. El Desperado, Minoru Suzuki, Ren Narita & Ryusuke Taguchi",03/10/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 4
1357,"Great-O-Khan, Jeff Cobb, Mark Davis & Will Ospreay vs. Hirooki Goto, Tomoaki Honma, Tomohiro Ishii & Toru Yano",03/10/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 4
1358,Kyle Fletcher vs. YOSHI-HASHI,03/10/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 4
1359,Aaron Henare vs. Shingo Takagi,03/10/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 4
1360,Mark Davis vs. Toru Yano,03/08/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 3
1361,EVIL vs. Ren Narita,03/08/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 3
1362,Kosei Fujita & Zack Sabre Jr. vs. Shota Umino & Yuto Nakashima,03/08/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 3
1363,"Chase Owens, David Finlay, El Phantasmo & KENTA vs. DOUKI, Taichi, TAKA Michinoku & Yoshinobu Kanemaru",03/08/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 3
1364,Aaron Henare & Great-O-Khan vs. BUSHI & Shingo Takagi,03/08/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 3
1365,"Hiromu Takahashi, SANADA & Tetsuya Naito vs. Lio Rush, Tama Tonga & Tomoaki Honma",03/08/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 3
1366,"Hirooki Goto, YOH & YOSHI-HASHI vs. Jeff Cobb, Kyle Fletcher & Will Ospreay",03/08/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 3
1367,Shota Umino vs. Yujiro Takahashi,03/06/2023,New Japan Pro Wrestling,Singles,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1368,BUSHI & Hiromu Takahashi vs. Lio Rush & YOH,03/06/2023,New Japan Pro Wrestling,Tag Team,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1369,El Phantasmo & KENTA vs. Kosei Fujita & Zack Sabre Jr.,03/06/2023,New Japan Pro Wrestling,Tag Team,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1370,"Kyle Fletcher, Mark Davis & Will Ospreay vs. Satoshi Kojima, Tama Tonga & Toru Yano",03/06/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1371,"Aaron Henare, Great-O-Khan & Jeff Cobb vs. SANADA, Shingo Takagi & Tetsuya Naito",03/06/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1372,"Dick Togo, EVIL & SHO vs. El Desperado, Minoru Suzuki & Ren Narita",03/06/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1373,David Finlay vs. Tomohiro Ishii,03/06/2023,New Japan Pro Wrestling,Singles,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1374,Hirooki Goto & YOSHI-HASHI vs. Hiroshi Tanahashi & Kazuchika Okada,03/06/2023,New Japan Pro Wrestling,Tag Team,NJPW 51st Anniversary Event & New Japan Cup 2023 - Tag 2
1375,"Hirooki Goto, Tomohiro Ishii & YOSHI-HASHI vs. Hiroshi Tanahashi, Kazuchika Okada & Tomoaki Honma",03/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 1
1376,Kosei Fujita & Zack Sabre Jr. vs. Ryohei Oiwa & Tama Tonga,03/05/2023,New Japan Pro Wrestling,Tag Team,NJPW New Japan Cup 2023 - Tag 1
1377,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. Master Wato, Ren Narita, Ryusuke Taguchi & Shota Umino",03/05/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW New Japan Cup 2023 - Tag 1
1378,"Chase Owens, Gedo & KENTA vs. El Desperado, Minoru Suzuki & Yuto Nakashima",03/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 1
1379,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. Lio Rush, Toru Yano & YOH",03/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW New Japan Cup 2023 - Tag 1
1380,El Phantasmo vs. Tetsuya Naito,03/05/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 1
1381,SANADA vs. Taichi,03/05/2023,New Japan Pro Wrestling,Singles,NJPW New Japan Cup 2023 - Tag 1
1382,Hechicero vs. Soberano Jr.,02/28/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 6
1383,"El Barbaro Cavernario, Master Wato & Ultimo Guerrero vs. El Desperado, Templario & Volador Jr.",02/28/2023,New Japan Pro Wrestling,Relevos Increibles Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 6
1384,Atlantis Jr. vs. Mistico,02/28/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 6
1385,El Hijo del Villano III vs. Tiger Mask,02/28/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 6
1386,Dulce Gardenia vs. Okumura,02/28/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 6
1387,"BUSHI, Hiromu Takahashi, Tetsuya Naito & Titan vs. Hiroshi Tanahashi, Rey Cometa, Ryohei Oiwa & Satoshi Kojima",02/28/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 6
1388,"Atlantis Jr., Hechicero & Okumura vs. Dulce Gardenia, Magia Blanca & Mistico",02/27/2023,New Japan Pro Wrestling,Relevos Increibles Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 5
1389,Templario vs. Volador Jr.,02/27/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 5
1390,Soberano Jr. vs. Titan,02/27/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 5
1391,Capitan Suicida vs. Ultimo Guerrero,02/27/2023,New Japan Pro Wrestling,Singles,NJPW Presents CMLL Fantastica Mania 2023 - Tag 5
1392,DOUKI & Yoshinobu Kanemaru vs. Kosei Fujita & Rey Cometa,02/27/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 5
1393,"BUSHI, Hiromu Takahashi & Tetsuya Naito vs. El Barbaro Cavernario, El Desperado & Ryusuke Taguchi",02/27/2023,New Japan Pro Wrestling,Relevos Increibles Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 5
1394,"DOUKI, Hechicero & Templario vs. El Desperado, Mistico & Soberano Jr.",02/26/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 4
1395,Dulce Gardenia & Rey Cometa vs. Magia Blanca & Volador Jr.,02/26/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 4
1396,Atlantis Jr. & Ultimo Guerrero vs. BUSHI & Titan,02/26/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 4
1397,"El Barbaro Cavernario, Hiroshi Tanahashi & Ryusuke Taguchi vs. Master Wato, Okumura & YOH",02/26/2023,New Japan Pro Wrestling,Relevos Increibles Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 4
1398,El Hijo del Villano III & SHO vs. Ryohei Oiwa & Tiger Mask,02/26/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 4
1399,Capitan Suicida & Kosei Fujita vs. Hiromu Takahashi & Tetsuya Naito,02/26/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 4
1400,BUSHI & Titan vs. Dulce Gardenia & Rey Cometa,02/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 3
1401,Atlantis Jr. & Ultimo Guerrero vs. Magia Blanca & Volador Jr.,02/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 3
1402,"DOUKI, Hechicero & Yoshinobu Kanemaru vs. El Desperado, Mistico & Soberano Jr.",02/24/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 3
1403,Capitan Suicida & YOH vs. Hiromu Takahashi & Tetsuya Naito,02/24/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 3
1404,"El Barbaro Cavernario, SHO & Templario vs. Hiroshi Tanahashi, Kosei Fujita & Okumura",02/24/2023,New Japan Pro Wrestling,Relevos Increibles Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 3
1405,Capitan Suicida & Ryohei Oiwa vs. Gedo & Taiji Ishimori,02/23/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 2
1406,"Dulce Gardenia, Master Wato & Tiger Mask vs. El Barbaro Cavernario, El Hijo del Villano III & Okumura",02/23/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 2
1407,"BUSHI, Hiromu Takahashi, Tetsuya Naito & Titan vs. Kosei Fujita, Ryusuke Taguchi, Soberano Jr. & YOH",02/23/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 2
1408,"El Desperado, Hiroshi Tanahashi & Ultimo Guerrero vs. Hechicero, Magia Blanca & SHO",02/23/2023,New Japan Pro Wrestling,Relevos Increibles Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 2
1409,Atlantis Jr. & Templario vs. Mistico & Volador Jr.,02/23/2023,New Japan Pro Wrestling,Relevos Increibles Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 2
1410,Atlantis Jr. & Ultimo Guerrero vs. Hiroshi Tanahashi & Mistico,02/22/2023,New Japan Pro Wrestling,Relevos Increibles Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 1
1411,DOUKI & Yoshinobu Kanemaru vs. Magia Blanca & Ryohei Oiwa,02/22/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 1
1412,Capitan Suicida & Yuto Nakashima vs. Gedo & Taiji Ishimori,02/22/2023,New Japan Pro Wrestling,Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 1
1413,"Dulce Gardenia, Tiger Mask & YOH vs. El Barbaro Cavernario, El Hijo del Villano III & Okumura",02/22/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 1
1414,"BUSHI, Hiromu Takahashi, Tetsuya Naito & Titan vs. Kosei Fujita, Master Wato, Ryusuke Taguchi & Soberano Jr.",02/22/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 1
1415,"El Desperado, Rey Cometa & Volador Jr. vs. Hechicero, SHO & Templario",02/22/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW Presents CMLL Fantastica Mania 2023 - Tag 1
1416,KAIRI vs. Mercedes Mone,02/18/2023,New Japan Pro Wrestling,Singles,NJPW Battle In The Valley 2023
1417,Clark Connors vs. Zack Sabre Jr.,02/18/2023,New Japan Pro Wrestling,Singles,NJPW Battle In The Valley 2023
1418,Eddie Kingston vs. Jay White,02/18/2023,New Japan Pro Wrestling,Loser Leaves NJPW,NJPW Battle In The Valley 2023
1419,Hiroshi Tanahashi vs. Kazuchika Okada,02/18/2023,New Japan Pro Wrestling,Singles,NJPW Battle In The Valley 2023
1420,Homicide vs. Tom Lawlor,02/18/2023,New Japan Pro Wrestling,Filthy Rules Fight,NJPW Battle In The Valley 2023
1421,"Adrian Quest, Josh Alexander, Mascara Dorada & Rocky Romero vs. Kevin Knight, KUSHIDA, The DKC & Volador Jr.",02/18/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Battle In The Valley 2023
1422,Fred Rosser vs. KENTA,02/18/2023,New Japan Pro Wrestling,Singles,NJPW Battle In The Valley 2023
1423,Alex Shelley & Chris Sabin vs. Jorel Nelson & Royce Isaacs,02/18/2023,New Japan Pro Wrestling,Tag Team,NJPW Battle In The Valley 2023
1424,Alex Coughlin vs. JR Kratos,02/18/2023,New Japan Pro Wrestling,Singles,NJPW Battle In The Valley 2023 Pre-Show
1425,Bobby Fish vs. David Finlay,02/18/2023,New Japan Pro Wrestling,Singles,NJPW Battle In The Valley 2023 Pre-Show
1426,Kazuchika Okada vs. Shingo Takagi,02/11/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Osaka 2023
1427,"BUSHI, Hiromu Takahashi, SANADA & Tetsuya Naito vs. Ryusuke Taguchi, Shota Umino, Tiger Mask & Tomoaki Honma",02/11/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Osaka 2023
1428,Master Wato vs. Taiji Ishimori,02/11/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Osaka 2023
1429,Hiroshi Tanahashi vs. KENTA,02/11/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Osaka 2023
1430,"El Desperado, Minoru Suzuki & Ren Narita vs. EVIL, SHO & Yujiro Takahashi",02/11/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW The New Beginning In Osaka 2023
1431,Hikuleo vs. Jay White,02/11/2023,New Japan Pro Wrestling,Loser Leaves Japan,NJPW The New Beginning In Osaka 2023
1432,El Phantasmo vs. Tama Tonga,02/11/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Osaka 2023
1433,Aaron Henare & Great-O-Khan vs. Oskar Leube & Toru Yano,02/11/2023,New Japan Pro Wrestling,Tag Team,NJPW The New Beginning In Osaka 2023
1434,"DOUKI, Taichi, TAKA Michinoku & Yoshinobu Kanemaru vs. Francesco Akira, Great-O-Khan, TJP & Will Ospreay",02/05/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 2
1435,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. El Desperado, Minoru Suzuki, Ren Narita & Yuto Nakashima",02/05/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 2
1436,Hiroshi Tanahashi & Master Wato vs. KENTA & Taiji Ishimori,02/05/2023,New Japan Pro Wrestling,Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 2
1437,"El Phantasmo, Gedo & Jay White vs. Hikuleo, Jado & Tama Tonga",02/05/2023,New Japan Pro Wrestling,Six Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 2
1438,"BUSHI, SANADA, Shingo Takagi & Tetsuya Naito vs. Kazuchika Okada, Ryusuke Taguchi, Shota Umino & Toru Yano",02/05/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 2
1439,Hirooki Goto & YOSHI-HASHI vs. Mikey Nicholls & Shane Haste,02/05/2023,New Japan Pro Wrestling,Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 2
1440,Tomohiro Ishii vs. Zack Sabre Jr.,02/05/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Sapporo 2023 - Tag 2
1441,Hiromu Takahashi vs. YOH,02/05/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Sapporo 2023 - Tag 2
1442,Andrew Villalobos & Michael Richards vs. Bad Luck Fale & Jack Bonza,02/04/2023,New Japan Pro Wrestling,Tag Team,NJPW TAMASHII IV
1443,Lyrebird Luchi vs. Mitch Waterman,02/04/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII IV
1444,"Hirooki Goto, Tomohiro Ishii, YOSHI-HASHI & Yuto Nakashima vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",02/04/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 1
1445,Great-O-Khan vs. Oskar Leube,02/04/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Sapporo 2023 - Tag 1
1446,"Dick Togo, EVIL, SHO & Yujiro Takahashi vs. El Desperado, Minoru Suzuki, Ren Narita & Ryohei Oiwa",02/04/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 1
1447,"El Phantasmo, Jay White, KENTA & Taiji Ishimori vs. Hikuleo, Hiroshi Tanahashi, Master Wato & Tama Tonga",02/04/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 1
1448,"BUSHI, Hiromu Takahashi, SANADA & Shingo Takagi vs. Kazuchika Okada, Ryusuke Taguchi, Toru Yano & YOH",02/04/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 1
1449,Kyle Fletcher vs. Robbie Eagles,02/04/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII IV
1450,Aaron Solo vs. Slex,02/04/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII IV
1451,Aaron Henare vs. Caveman Ugg,02/04/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII IV
1452,Shota Umino vs. Tetsuya Naito,02/04/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Sapporo 2023 - Tag 1
1453,Taichi vs. Will Ospreay,02/04/2023,New Japan Pro Wrestling,Singles,NJPW The New Beginning In Sapporo 2023 - Tag 1
1454,DOUKI & Yoshinobu Kanemaru vs. Francesco Akira & TJP,02/04/2023,New Japan Pro Wrestling,Tag Team,NJPW The New Beginning In Sapporo 2023 - Tag 1
1455,Charli Evans vs. Jessica Troy,02/03/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII III
1456,Aaron Henare & Kyle Fletcher vs. Bad Luck Fale & Jack Bonza,02/03/2023,New Japan Pro Wrestling,Tag Team,NJPW TAMASHII III
1457,Andrew Villalobos vs. Lyrebird Luchi,02/03/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII III
1458,Michael Richards vs. Ricky South,02/03/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII III
1459,Aaron Solo vs. Robbie Eagles,02/03/2023,New Japan Pro Wrestling,Singles,NJPW TAMASHII III
1460,"Hirooki Goto, Oskar Leube, Tomohiro Ishii & YOSHI-HASHI vs. Kosei Fujita, Mikey Nicholls, Shane Haste & Zack Sabre Jr.",01/30/2023,New Japan Pro Wrestling,Eight Man Tag Team,NJPW Road To The New Beginning 2023 - Tag 5
