Index,Fixture,Date,Promotion,Match type,Event
2615,Alex Reynolds & John Silver vs. Isiah Kassidy & Marq Quen vs. Matt Jackson & Nick Jackson vs. The Blade & The Butcher,10/21/2020,All Elite Wrestling,Four Way Tag Team,AEW Dynamite #55
2616,Jungle Boy vs. Wardlow,10/21/2020,All Elite Wrestling,Singles,AEW Dynamite #55
2617,Adam Page vs. Colt Cabana,10/21/2020,All Elite Wrestling,Singles,AEW Dynamite #55
2618,Penta El Zero M vs. Rey Fenix,10/21/2020,All Elite Wrestling,Singles,AEW Dynamite #55
2619,Christopher Daniels vs. Shawn Spears,10/14/2020,All Elite Wrestling,Singles,AEW Dark #57
2620,Fuego Del Sol vs. Scorpio Sky,10/14/2020,All Elite Wrestling,Singles,AEW Dark #57
2621,Brian Pillman Jr. & Griff Garrison vs. The Blade & The Butcher,10/14/2020,All Elite Wrestling,Tag Team,AEW Dark #57
2622,Penta El Zero M vs. QT Marshall,10/14/2020,All Elite Wrestling,Singles,AEW Dark #57
2623,Jungle Boy vs. KTB,10/14/2020,All Elite Wrestling,Singles,AEW Dark #57
2624,Frankie Kazarian vs. Jack Evans,10/14/2020,All Elite Wrestling,Singles,AEW Dark #57
2625,"Baron Black, D3 & Louie Valle vs. Four, Ten & Three",10/14/2020,All Elite Wrestling,Six Man Tag Team,AEW Dark #57
2626,Rey Fenix vs. Sonny Kiss,10/14/2020,All Elite Wrestling,Singles,AEW Dark #57
2627,Cody vs. Orange Cassidy,10/14/2020,All Elite Wrestling,Singles,AEW Dynamite #54 - Anniversary 2020
2628,Big Swole vs. Hikaru Shida,10/14/2020,All Elite Wrestling,Singles,AEW Dynamite #54 - Anniversary 2020
2629,Jon Moxley vs. Lance Archer,10/14/2020,All Elite Wrestling,No Disqualification,AEW Dynamite #54 - Anniversary 2020
2630,Cash Wheeler & Dax Harwood vs. Chuck Taylor & Trent,10/14/2020,All Elite Wrestling,Tag Team,AEW Dynamite #54 - Anniversary 2020
2631,Darby Allin vs. Nick Comoroto,10/07/2020,All Elite Wrestling,Singles,AEW Dark #56
2632,Cezar Bononi & Lee Johnson vs. Penta El Zero M & Rey Fenix,10/07/2020,All Elite Wrestling,Tag Team,AEW Dark #56
2633,Matt Sydal vs. Sonny Kiss,10/07/2020,All Elite Wrestling,Singles,AEW Dark #56
2634,Brian Cage vs. Will Hobbs,10/07/2020,All Elite Wrestling,Singles,AEW Dynamite #53 - Chris Jericho's 30th Anniversary Celebration
2635,Angelico & Jack Evans vs. Cash Wheeler & Dax Harwood,10/07/2020,All Elite Wrestling,Tag Team,AEW Dynamite #53 - Chris Jericho's 30th Anniversary Celebration
2636,Big Swole vs. Serena Deeb,10/07/2020,All Elite Wrestling,Singles,AEW Dynamite #53 - Chris Jericho's 30th Anniversary Celebration
2637,Chris Jericho & Jake Hager vs. Luther & Serpentico,10/07/2020,All Elite Wrestling,Tag Team,AEW Dynamite #53 - Chris Jericho's 30th Anniversary Celebration
2638,Brandon Cutler vs. Peter Avalon,10/07/2020,All Elite Wrestling,Singles,AEW Dark #56
2639,Evil Uno vs. Frankie Kazarian vs. Jungle Boy vs. The Blade,10/07/2020,All Elite Wrestling,Four Way,AEW Dark #56
2640,Cody vs. Mr. Brodie Lee,10/07/2020,All Elite Wrestling,Dog Collar,AEW Dynamite #53 - Chris Jericho's 30th Anniversary Celebration
2641,Eric Watts & Ray Rosas vs. Jungle Boy & Luchasaurus,09/25/2020,All Elite Wrestling,Tag Team,AEW Dark #55
2642,Anthony Bowens & Lee Johnson vs. Luther & Serpentico,09/25/2020,All Elite Wrestling,Tag Team,AEW Dark #55
2643,Joey Janela & Sonny Kiss vs. Penta El Zero M & Rey Fenix,09/25/2020,All Elite Wrestling,Tag Team,AEW Dark #55
2644,Jon Moxley vs. The Butcher,09/25/2020,All Elite Wrestling,Singles,AEW Dynamite #52
2645,Darby Allin vs. Ricky Starks,09/25/2020,All Elite Wrestling,Singles,AEW Dynamite #52
2646,Cash Wheeler & Dax Harwood vs. Frankie Kazarian & Scorpio Sky,09/25/2020,All Elite Wrestling,Tag Team,AEW Dynamite #52
2647,Chris Jericho vs. Isiah Kassidy,09/25/2020,All Elite Wrestling,Singles,AEW Dynamite #52
2648,Five & Ten vs. Jungle Boy & Luchasaurus,09/23/2020,All Elite Wrestling,Tag Team,AEW Dark #54
2649,Austin Gunn & Billy vs. Cezar Bononi & Shawn Dean,09/23/2020,All Elite Wrestling,Tag Team,AEW Dark #54
2650,Brian Pillman Jr. & Griff Garrison vs. Luther & Serpentico,09/23/2020,All Elite Wrestling,Tag Team,AEW Dark #54
2651,Colt Cabana & John Silver vs. Dustin Rhodes & QT Marshall,09/23/2020,All Elite Wrestling,Tag Team,AEW Dark #54
2652,Frankie Kazarian & Scorpio Sky vs. Ray Rosas & Ryzin,09/23/2020,All Elite Wrestling,Tag Team,AEW Dark #54
2653,Diamante & Ivelisse vs. Hikaru Shida & Thunder Rosa,09/23/2020,All Elite Wrestling,Tag Team,AEW Dynamite #51
2654,Joey Janela & Sonny Kiss vs. Kip Sabian & Miro,09/23/2020,All Elite Wrestling,Tag Team,AEW Dynamite #51
2655,Adam Page vs. Evil Uno,09/23/2020,All Elite Wrestling,Singles,AEW Dynamite #51
2656,Mr. Brodie Lee vs. Orange Cassidy,09/23/2020,All Elite Wrestling,Singles,AEW Dynamite #51
2657,Eddie Kingston vs. Jon Moxley,09/23/2020,All Elite Wrestling,Singles,AEW Dynamite #51
2658,"Alex Reynolds, Evil Uno, John Silver & Stu Grayson vs. Austin Gunn, Billy, Isiah Kassidy & Marq Quen",09/10/2020,All Elite Wrestling,Eight Man Tag Team,AEW Dark #52
2659,Christopher Daniels vs. Ricky Starks,09/10/2020,All Elite Wrestling,Singles,AEW Dark #53
2660,Daniel Garcia & Kevin Blackwood vs. Joey Janela & Sonny Kiss,09/10/2020,All Elite Wrestling,Tag Team,AEW Dark #53
2661,Diamante & Ivelisse vs. Rache Chanel & Skyler Moore,09/10/2020,All Elite Wrestling,Tag Team,AEW Dark #52
2662,Dontae Smiley & Maxx Stardom vs. Penta El Zero M & Rey Fenix,09/10/2020,All Elite Wrestling,Tag Team,AEW Dark #53
2663,Five & Ten vs. Ryzin & Xander Gold,09/10/2020,All Elite Wrestling,Tag Team,AEW Dark #53
2664,Ivelisse vs. Thunder Rosa,09/10/2020,All Elite Wrestling,Singles,AEW Dynamite #50
2665,Brandon Cutler vs. Peter Avalon,09/10/2020,All Elite Wrestling,Singles,AEW Dark #52
2666,Brian Pillman Jr. & Griff Garrison vs. Ortiz & Santana,09/10/2020,All Elite Wrestling,Tag Team,AEW Dark #52
2667,Colt Cabana vs. QT Marshall,09/10/2020,All Elite Wrestling,Singles,AEW Dark #52
2668,Matt Sydal vs. Shawn Spears,09/10/2020,All Elite Wrestling,Singles,AEW Late Night Dynamite
2669,Anna Jay vs. Brandi Rhodes,09/10/2020,All Elite Wrestling,Singles,AEW Late Night Dynamite
2670,Brian Pillman Jr. vs. Eddie Kingston,09/10/2020,All Elite Wrestling,Singles,AEW Dark #53
2671,Chuck Taylor & Trent vs. Ortiz & Santana,09/10/2020,All Elite Wrestling,Parking Lot Fight,AEW Dynamite #50
2672,Chris Jericho & Jake Hager vs. Isiah Kassidy & Marq Quen,09/10/2020,All Elite Wrestling,Tag Team,AEW Dynamite #50
2673,Adam Page vs. Frankie Kazarian,09/10/2020,All Elite Wrestling,Singles,AEW Dynamite #50
2674,Cash Wheeler & Dax Harwood vs. Jungle Boy & Luchasaurus,09/10/2020,All Elite Wrestling,Tag Team,AEW Dynamite #50
2675,Ben Carter vs. Scorpio Sky,09/10/2020,All Elite Wrestling,Singles,AEW Late Night Dynamite
2676,Ben Carter vs. Lee Johnson,09/10/2020,All Elite Wrestling,Singles,AEW Dark #53
2677,Nyla Rose vs. Tay Conti,09/09/2020,All Elite Wrestling,Singles,AEW Dynamite #49
2678,Chris Jericho & Jake Hager vs. Joey Janela & Sonny Kiss,09/09/2020,All Elite Wrestling,No Disqualification Tag Team,AEW Dynamite #49
2679,Dustin Rhodes vs. Mr. Brodie Lee,09/09/2020,All Elite Wrestling,Singles,AEW Dynamite #49
2680,Jungle Boy & Luchasaurus vs. Penta El Zero M & Rey Fenix,09/09/2020,All Elite Wrestling,Tag Team,AEW Dynamite #49
2681,Ben Carter vs. Ricky Starks,09/05/2020,All Elite Wrestling,Singles,AEW Dark #51
2682,Big Swole vs. Dr. Britt Baker DMD,09/05/2020,All Elite Wrestling,Tooth And Nail,AEW All Out 2020
2683,Matt Hardy vs. Sammy Guevara,09/05/2020,All Elite Wrestling,Broken Rules,AEW All Out 2020
2684,Adam Page & Kenny Omega vs. Cash Wheeler & Dax Harwood,09/05/2020,All Elite Wrestling,Tag Team,AEW All Out 2020
2685,Jon Moxley vs. MJF,09/05/2020,All Elite Wrestling,Singles,AEW All Out 2020
2686,Hikaru Shida vs. Thunder Rosa,09/05/2020,All Elite Wrestling,Singles,AEW All Out 2020
2687,Jungle Boy & Luchasaurus vs. Matt Jackson & Nick Jackson,09/05/2020,All Elite Wrestling,Tag Team,AEW All Out 2020
2688,"Colt Cabana, Evil Uno, Mr. Brodie Lee & Stu Grayson vs. Dustin Rhodes, Matt Cardona, QT Marshall & Scorpio Sky",09/05/2020,All Elite Wrestling,Eight Man Tag Team,AEW All Out 2020
2689,Chris Jericho vs. Orange Cassidy,09/05/2020,All Elite Wrestling,Mimosa Mayhem,AEW All Out 2020
2690,Billy vs. Brian Cage vs. Christopher Daniels vs. Chuck Taylor vs. Darby Allin vs. Eddie Kingston vs. Frankie Kazarian vs. Jake Hager vs. Lance Archer vs. Matt Sydal vs. Ortiz vs. Penta El Zero M vs. Rey Fenix vs. Ricky Starks vs. Santana vs. Shawn Spears vs. Sonny Kiss vs. The Blade vs. The Butcher vs. Trent vs. Will Hobbs,09/05/2020,All Elite Wrestling,Casino Battle Royale,AEW All Out 2020
2691,Joey Janela vs. Serpentico,09/05/2020,All Elite Wrestling,Singles,AEW All Out 2020 - The Buy In
2692,Alex Reynolds & John Silver vs. Isiah Kassidy & Marq Quen,09/05/2020,All Elite Wrestling,Tag Team,AEW All Out 2020 - The Buy In
2693,Dustin Rhodes & QT Marshall vs. Five & Ten,09/02/2020,All Elite Wrestling,Tag Team,AEW Dark #50
2694,Chuck Taylor & Trent vs. Ortiz & Santana,09/02/2020,All Elite Wrestling,Tag Team,AEW Dynamite #48
2695,"Christopher Daniels, Frankie Kazarian, Isiah Kassidy & Marq Quen vs. Jungle Boy, Luchasaurus, Matt Jackson & Nick Jackson",09/02/2020,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #48
2696,Serena Deeb vs. Thunder Rosa,09/02/2020,All Elite Wrestling,Singles,AEW Dynamite #48
2697,Jon Moxley vs. Mark Sterling,09/02/2020,All Elite Wrestling,Singles,AEW Dynamite #48
2698,Angelico vs. Frankie Kazarian,08/27/2020,All Elite Wrestling,Singles,AEW Dark #49
2699,Abadon vs. Dani Jordyn,08/27/2020,All Elite Wrestling,Singles,AEW Dark #49
2700,Cash Wheeler & Dax Harwood vs. Chuck Taylor & Trent vs. Dustin Rhodes & QT Marshall vs. Matt Jackson & Nick Jackson,08/27/2020,All Elite Wrestling,Gauntlet Tag Team,AEW Dynamite #47 - Thursday Night Dynamite
2701,Matt Hardy vs. Sammy Guevara,08/27/2020,All Elite Wrestling,Tables,AEW Dynamite #47 - Thursday Night Dynamite
2702,"Brian Pillman Jr., Griff Garrison, Joey Janela & Sonny Kiss vs. Penta El Zero M, Rey Fenix, The Blade & The Butcher",08/27/2020,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #47 - Thursday Night Dynamite
2703,Frankie Kazarian vs. Kip Sabian,08/13/2020,All Elite Wrestling,Singles,AEW Dark #48
2704,Angelico & Jack Evans vs. Joey Janela & Sonny Kiss,08/13/2020,All Elite Wrestling,Tag Team,AEW Dark #48
2705,Cash Wheeler & Dax Harwood vs. Isiah Kassidy & Marq Quen,08/13/2020,All Elite Wrestling,Tag Team,AEW Dynamite #46 - Saturday Night Dynamite
2706,Allie & Brandi Rhodes vs. Diamante & Ivelisse,08/13/2020,All Elite Wrestling,Tag Team,AEW Dynamite #46 - Saturday Night Dynamite
2707,"Alex Reynolds, Five & John Silver vs. Kenny Omega, Matt Jackson & Nick Jackson",08/13/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #46 - Saturday Night Dynamite
2708,"Dustin Rhodes, Jungle Boy, Luchasaurus & QT Marshall vs. Pentagon Jr., Rey Fenix, The Blade & The Butcher",08/13/2020,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #46 - Saturday Night Dynamite
2709,"Five, Four & Three vs. Kenny Omega, Matt Jackson & Nick Jackson",08/13/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #46 - Saturday Night Dynamite
2710,"Christopher Daniels, Frankie Kazarian, Isiah Kassidy & Marq Quen vs. Pentagon Jr., Rey Fenix, The Blade & The Butcher",08/12/2020,All Elite Wrestling,Eight Man Tag Team,AEW Dark #47
2711,Angelico & Jack Evans vs. Brandon Cutler & Peter Avalon,08/12/2020,All Elite Wrestling,Tag Team,AEW Dark #47
2712,Frank Stone & Shawn Dean vs. Joey Janela & Sonny Kiss,08/12/2020,All Elite Wrestling,Tag Team,AEW Dark #47
2713,Evil Uno & Stu Grayson vs. Matt Jackson & Nick Jackson,08/12/2020,All Elite Wrestling,Tag Team,AEW Dynamite #45 - Tag Team Appreciation Night
2714,Adam Page & Kenny Omega vs. Jungle Boy & Luchasaurus,08/12/2020,All Elite Wrestling,Tag Team,AEW Dynamite #45 - Tag Team Appreciation Night
2715,Chris Jericho vs. Orange Cassidy,08/12/2020,All Elite Wrestling,Singles,AEW Dynamite #45 - Tag Team Appreciation Night
2716,Cody vs. Scorpio Sky,08/12/2020,All Elite Wrestling,Singles,AEW Dynamite #45 - Tag Team Appreciation Night
2717,Lee Johnson vs. Ricky Starks,08/12/2020,All Elite Wrestling,Singles,AEW Dark #47
2718,Allie & Brandi Rhodes vs. Mel & Penelope Ford,08/03/2020,All Elite Wrestling,Tag Team,AEW Women's Tag Team Cup Tournament - The Deadly Draw #1
2719,Lee Johnson vs. Rey Fenix,07/30/2020,All Elite Wrestling,Singles,AEW Dark #46
2720,Kip Sabian vs. Michael Stevens,07/30/2020,All Elite Wrestling,Singles,AEW Dark #46
2721,Brian Pillman Jr. & Griff Garrison vs. Isiah Kassidy & Marq Quen,07/30/2020,All Elite Wrestling,Tag Team,AEW Dark #46
2722,"Aaron Solow, Corey Hollis & Pineapple Pete vs. Jungle Boy, Luchasaurus & Marko Stunt",07/30/2020,All Elite Wrestling,Six Man Tag Team,AEW Dark #46
2723,Angelico & Jack Evans vs. Dustin Rhodes & QT Marshall,07/30/2020,All Elite Wrestling,Tag Team,AEW Dark #46
2724,Penelope Ford vs. Rachael Ellering,07/30/2020,All Elite Wrestling,Singles,AEW Dark #46
2725,Alex Reynolds & John Silver vs. Cody & Matt Cardona,07/30/2020,All Elite Wrestling,Tag Team,AEW Dynamite #44
2726,Chuck Taylor & Trent vs. Ortiz & Santana,07/30/2020,All Elite Wrestling,Tag Team,AEW Dynamite #44
2727,"Adam Page, Cash Wheeler, Dax Harwood, Kenny Omega, Matt Jackson & Nick Jackson vs. Colt Cabana, Evil Uno, Five, Mr. Brodie Lee, Nine & Stu Grayson",07/30/2020,All Elite Wrestling,12 Man Tag Team,AEW Dynamite #44
2728,Darby Allin vs. Jon Moxley,07/30/2020,All Elite Wrestling,Singles,AEW Dynamite #44
2729,Brandon Cutler & Peter Avalon vs. Joey Janela & Sonny Kiss,07/29/2020,All Elite Wrestling,Tag Team,AEW Dark #45
2730,Isiah Kassidy & Marq Quen vs. The Blade & The Butcher,07/29/2020,All Elite Wrestling,Tag Team,AEW Dark #45
2731,Big Swole & Lil Swole vs. Leva Bates & Rache Chanel,07/29/2020,All Elite Wrestling,Tag Team,AEW Women's Tag Team Cup Tournament - The Deadly Draw #2
2732,Aaron Solow & Serpentico vs. Austin Gunn & Billy,07/29/2020,All Elite Wrestling,Tag Team,AEW Dark #45
2733,"Chris Jericho, Jake Hager, Ortiz, Sammy Guevara & Santana vs. Chuck Taylor, Jungle Boy, Luchasaurus, Orange Cassidy & Trent",07/29/2020,All Elite Wrestling,Ten Man Tag Team,AEW Dynamite #43
2734,Cody vs. Warhorse,07/29/2020,All Elite Wrestling,Singles,AEW Dynamite #43
2735,Adam Page & Kenny Omega vs. Evil Uno & Stu Grayson,07/29/2020,All Elite Wrestling,Tag Team,AEW Dynamite #43
2736,Diamante vs. Hikaru Shida,07/29/2020,All Elite Wrestling,Singles,AEW Dynamite #43
2737,Brian Cage & Ricky Starks vs. Darby Allin & Jon Moxley,07/29/2020,All Elite Wrestling,Tornado Tag Team,AEW Dynamite #43
2738,Jack Evans vs. QT Marshall,07/29/2020,All Elite Wrestling,Singles,AEW Dark #45
2739,Dasha & Rachael Ellering vs. Diamante & Ivelisse,07/29/2020,All Elite Wrestling,Tag Team,AEW Women's Tag Team Cup Tournament - The Deadly Draw #2
2740,Allie & Brandi Rhodes vs. Big Swole & Lil Swole,07/29/2020,All Elite Wrestling,Tag Team,AEW Women's Tag Team Cup Tournament - The Deadly Draw #3
2741,Brian Pillman Jr. & Griff Garrison vs. Cash Wheeler & Dax Harwood,07/29/2020,All Elite Wrestling,Tag Team,AEW Dark #45
2742,Anna Jay & Tay Conti vs. Diamante & Ivelisse,07/29/2020,All Elite Wrestling,Tag Team,AEW Women's Tag Team Cup Tournament - The Deadly Draw #3
2743,Anna Jay & Tay Conti vs. Ariane Andrew & Nyla Rose,07/29/2020,All Elite Wrestling,Tag Team,AEW Women's Tag Team Cup Tournament - The Deadly Draw #1
2744,Griff Garrison vs. MJF,07/22/2020,All Elite Wrestling,Singles,AEW Dynamite #42
2745,Diamante vs. Ivelisse,07/22/2020,All Elite Wrestling,Singles,AEW Dynamite #42
2746,Adam Page vs. Five,07/22/2020,All Elite Wrestling,Singles,AEW Dynamite #42
2747,Cody vs. Eddie Kingston,07/22/2020,All Elite Wrestling,No Disqualification,AEW Dynamite #42
2748,Matt Jackson & Nick Jackson vs. The Blade & The Butcher,07/22/2020,All Elite Wrestling,Falls Count Anywhere Tag Team,AEW Dynamite #42
2749,Chris Jericho & Jake Hager vs. Jungle Boy & Luchasaurus,07/22/2020,All Elite Wrestling,Tag Team,AEW Dynamite #42
2750,Christopher Daniels & Frankie Kazarian vs. Isiah Kassidy & Marq Quen vs. Ortiz & Santana,07/16/2020,All Elite Wrestling,Three Way Tag Team,AEW Dark #44
2751,Alex Reynolds & John Silver vs. Chuck Taylor & Trent,07/16/2020,All Elite Wrestling,Tag Team,AEW Dark #44
2752,Evil Uno & Stu Grayson vs. Shawn Dean & Will Hobbs,07/16/2020,All Elite Wrestling,Tag Team,AEW Dark #44
2753,Corey Hollis vs. Scorpio Sky,07/16/2020,All Elite Wrestling,Singles,AEW Dark #44
2754,Joey Janela & Sonny Kiss vs. Michael Nakazawa & Pineapple Pete,07/16/2020,All Elite Wrestling,Tag Team,AEW Dark #44
2755,Brandon Cutler & Peter Avalon vs. Cash Wheeler & Dax Harwood,07/16/2020,All Elite Wrestling,Tag Team,AEW Dark #44
2756,Aaron Solow vs. Scorpio Sky,07/15/2020,All Elite Wrestling,Singles,AEW Dark #43
2757,Hikaru Shida vs. Rache Chanel,07/15/2020,All Elite Wrestling,Singles,AEW Dark #43
2758,Brandon Cutler & Peter Avalon vs. The Blade & The Butcher,07/15/2020,All Elite Wrestling,Tag Team,AEW Dark #43
2759,Cody vs. Sonny Kiss,07/15/2020,All Elite Wrestling,Singles,AEW Dynamite #41 - Fight For The Fallen 2020
2760,Cash Wheeler & Dax Harwood vs. Pentagon Jr. & Rey Fenix,07/15/2020,All Elite Wrestling,Tag Team,AEW Dynamite #41 - Fight For The Fallen 2020
2761,Brian Cage vs. Jon Moxley,07/15/2020,All Elite Wrestling,Singles,AEW Dynamite #41 - Fight For The Fallen 2020
2762,Brady Pierce & Sabby vs. Chuck Taylor & Trent,07/15/2020,All Elite Wrestling,Tag Team,AEW Dark #43
2763,Darby Allin vs. Robert Anthony,07/15/2020,All Elite Wrestling,Singles,AEW Dark #43
2764,"Jungle Boy, Luchasaurus & Marko Stunt vs. Kenny Omega, Matt Jackson & Nick Jackson",07/15/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #41 - Fight For The Fallen 2020
2765,Brandon Cutler & Peter Avalon vs. Jungle Boy & Luchasaurus,07/02/2020,All Elite Wrestling,Tag Team,AEW Dark #42
2766,"Alex Reynolds, Five & John Silver vs. Joe Alonzo, Shawn Dean & Will Hobbs",07/02/2020,All Elite Wrestling,Six Man Tag Team,AEW Dark #42
2767,Marko Stunt vs. Michael Nakazawa,07/02/2020,All Elite Wrestling,Singles,AEW Dark #42
2768,Brady Pierce & Pineapple Pete vs. Luther & Serpentico,07/02/2020,All Elite Wrestling,Tag Team,AEW Dark #42
2769,"Christopher Daniels, Frankie Kazarian & Scorpio Sky vs. Colt Cabana, Mr. Brodie Lee & Stu Grayson",07/02/2020,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #40 - Fyter Fest 2020 - Tag 2
2770,Allie & Brandi Rhodes vs. Diamante & Rache Chanel,07/02/2020,All Elite Wrestling,Tag Team,AEW Dark #42
2771,Adam Page & Kenny Omega vs. Isiah Kassidy & Marq Quen,07/02/2020,All Elite Wrestling,Tag Team,AEW Dynamite #40 - Fyter Fest 2020 - Tag 2
2772,"Cash Wheeler, Dax Harwood, Matt Jackson & Nick Jackson vs. Pentagon Jr., Rey Fenix, The Blade & The Butcher",07/02/2020,All Elite Wrestling,Eight Man Tag Team,AEW Dynamite #40 - Fyter Fest 2020 - Tag 2
2773,Chris Jericho vs. Orange Cassidy,07/02/2020,All Elite Wrestling,Singles,AEW Dynamite #40 - Fyter Fest 2020 - Tag 2
2774,Joey Janela vs. Lance Archer,07/02/2020,All Elite Wrestling,Singles,AEW Dynamite #40 - Fyter Fest 2020 - Tag 2
2775,Scorpio Sky vs. Serpentico,07/01/2020,All Elite Wrestling,Singles,AEW Dark #41
2776,Frankie Kazarian vs. Luther,07/01/2020,All Elite Wrestling,Singles,AEW Dark #41
2777,Brian Pillman Jr. vs. Shawn Spears,07/01/2020,All Elite Wrestling,Singles,AEW Dark #41
2778,Big Swole vs. Rache Chanel,07/01/2020,All Elite Wrestling,Singles,AEW Dark #41
2779,Michael Nakazawa vs. Shawn Dean,07/01/2020,All Elite Wrestling,Singles,AEW Dark #41
2780,Brandon Cutler & Peter Avalon vs. Evil Uno & Stu Grayson,07/01/2020,All Elite Wrestling,Tag Team,AEW Dark #41
2781,Jungle Boy & Luchasaurus vs. MJF & Wardlow,07/01/2020,All Elite Wrestling,Tag Team,AEW Dynamite #39 - Fyter Fest 2020 - Tag 1
2782,Isiah Kassidy & Marq Quen vs. Ortiz & Santana,07/01/2020,All Elite Wrestling,Tag Team,AEW Dynamite #39 - Fyter Fest 2020 - Tag 1
2783,Adam Page & Kenny Omega vs. Chuck Taylor & Trent,07/01/2020,All Elite Wrestling,Tag Team,AEW Dynamite #39 - Fyter Fest 2020 - Tag 1
2784,Hikaru Shida vs. Penelope Ford,07/01/2020,All Elite Wrestling,Singles,AEW Dynamite #39 - Fyter Fest 2020 - Tag 1
2785,Cody vs. Jake Hager,07/01/2020,All Elite Wrestling,Singles,AEW Dynamite #39 - Fyter Fest 2020 - Tag 1
2786,Brandon Cutler & Peter Avalon vs. Matt Jackson & Nick Jackson,06/25/2020,All Elite Wrestling,Tag Team,AEW Dark #40
2787,Lance Archer vs. Pineapple Pete,06/24/2020,All Elite Wrestling,Singles,AEW Dark #40
2788,Allie & Brandi Rhodes vs. KiLynn King & Skyler Moore,06/24/2020,All Elite Wrestling,Tag Team,AEW Dark #40
2789,Cash Wheeler & Dax Harwood vs. Christopher Daniels & Frankie Kazarian,06/24/2020,All Elite Wrestling,Tag Team,AEW Dynamite #38
2790,Colt Cabana & Mr. Brodie Lee vs. Joey Janela & Sonny Kiss,06/24/2020,All Elite Wrestling,Tag Team,AEW Dynamite #38
2791,Matt Hardy vs. Santana,06/24/2020,All Elite Wrestling,Singles,AEW Dynamite #38
2792,Luchasaurus vs. Wardlow,06/24/2020,All Elite Wrestling,Lumberjack,AEW Dynamite #38
2793,Alex Reynolds & John Silver vs. Joey Janela & Sonny Kiss,06/23/2020,All Elite Wrestling,Tag Team,AEW Dark #39
2794,KiLynn King vs. Mel,06/11/2020,All Elite Wrestling,Singles,AEW Dark #39
