Index,Fixture,Date,Promotion,Match type,Event
627,Julia Hart vs. Skye Blue,09/20/2023,All Elite Wrestling,Singles,AEW Rampage #111 - Grand Slam 2023 - Tag 2
628,"Alex Reynolds, Evil Uno & John Silver vs. Anthony Bowens, Billy Gunn & Max Caster",09/20/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #111 - Grand Slam 2023 - Tag 2
629,Christian Cage & Luchasaurus vs. Darby Allin & Sting,09/20/2023,All Elite Wrestling,Tag Team,AEW Rampage #111 - Grand Slam 2023 - Tag 2
630,"Angelo Parker, Anna Jay & Matt Menard vs. Hook, Kris Statlander & Orange Cassidy",09/20/2023,All Elite Wrestling,Mixed Six Man Tag Team,AEW Rampage #111 - Grand Slam 2023 - Tag 2
631,Chuck Taylor & Trent Beretta vs. Dutch & Vincent vs. Jeff Hardy & Matt Hardy vs. Matt Taven & Mike Bennett,09/20/2023,All Elite Wrestling,Four Way Tag Team,AEW Rampage #111 - Grand Slam 2023 - Tag 2
632,Claudio Castagnoli vs. Eddie Kingston,09/20/2023,All Elite Wrestling,Singles,AEW Dynamite #207 - Grand Slam 2023 - Tag 1
633,Chris Jericho vs. Sammy Guevara,09/20/2023,All Elite Wrestling,Singles,AEW Dynamite #207 - Grand Slam 2023 - Tag 1
634,Jon Moxley vs. Rey Fenix,09/20/2023,All Elite Wrestling,Singles,AEW Dynamite #207 - Grand Slam 2023 - Tag 1
635,MJF vs. Samoa Joe,09/20/2023,All Elite Wrestling,Singles,AEW Dynamite #207 - Grand Slam 2023 - Tag 1
636,Dr. Britt Baker DMD vs. Kris Statlander,09/16/2023,All Elite Wrestling,Singles,AEW Collision #14
637,Anthony Bowens vs. John Silver,09/16/2023,All Elite Wrestling,Singles,AEW Collision #14
638,Andrade El Idolo vs. Scorpio Sky,09/16/2023,All Elite Wrestling,Singles,AEW Collision #14
639,Dutch & Vincent vs. Jeff Hardy & Matt Hardy,09/16/2023,All Elite Wrestling,Tag Team,AEW Collision #14
640,Big Bill & Ricky Starks vs. Bryan Danielson & Claudio Castagnoli,09/16/2023,All Elite Wrestling,Tag Team,AEW Collision #14
641,Big Bill vs. Jon Moxley,09/13/2023,All Elite Wrestling,Singles,AEW Dynamite #206
642,Dr. Britt Baker DMD vs. Hikaru Shida vs. Nyla Rose vs. Toni Storm,09/13/2023,All Elite Wrestling,Four Way,AEW Dynamite #206
643,Adam Page vs. Brian Cage,09/13/2023,All Elite Wrestling,Singles,AEW Dynamite #206
644,Angelo Parker & Matt Menard vs. Darby Allin & Nick Wayne,09/13/2023,All Elite Wrestling,Tag Team,AEW Dynamite #206
645,Roderick Strong vs. Samoa Joe,09/13/2023,All Elite Wrestling,Singles,AEW Dynamite #206
646,Jade Cargill vs. Kris Statlander,09/13/2023,All Elite Wrestling,Singles,AEW Rampage #110
647,"Jay Lethal, Jeff Jarrett, The Blade & The Butcher vs. Jeff Hardy, Matt Hardy, Penta El Zero Miedo & Rey Fenix",09/13/2023,All Elite Wrestling,Eight Man Tag Team,AEW Rampage #110
648,Christopher Daniels & Matt Sydal vs. Matt Taven & Mike Bennett,09/13/2023,All Elite Wrestling,Tag Team,AEW Rampage #110
649,"Aero Star, Dios Del Inframundo & Gravity vs. Austin Gunn, Colten Gunn & Juice Robinson",09/09/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #13
650,Angelico vs. Rey Fenix,09/09/2023,All Elite Wrestling,Singles,AEW Collision #13
651,Action Andretti vs. Jon Moxley,09/09/2023,All Elite Wrestling,Singles,AEW Collision #13
652,Darby Allin vs. Roderick Strong,09/09/2023,All Elite Wrestling,Singles,AEW Collision #13
653,Penta El Zero Miedo vs. Samoa Joe,09/09/2023,All Elite Wrestling,Singles,AEW Collision #13
654,AR Fox vs. Jon Moxley,09/06/2023,All Elite Wrestling,Singles,AEW Dynamite #205
655,Roderick Strong vs. Trent Beretta,09/06/2023,All Elite Wrestling,Singles,AEW Dynamite #205
656,Jay Lethal vs. Penta El Zero Miedo,09/06/2023,All Elite Wrestling,Singles,AEW Rampage #109
657,"Anna Jay, Taya Valkyrie & The Bunny vs. Dr. Britt Baker DMD, Hikaru Shida & Skye Blue",09/06/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #109
658,Angelo Parker & Matt Menard vs. Matt Jackson & Nick Jackson,09/06/2023,All Elite Wrestling,Tag Team,AEW Rampage #109
659,Jeff Hardy vs. Samoa Joe,09/06/2023,All Elite Wrestling,Singles,AEW Rampage #109
660,Chris Jericho & Sammy Guevara vs. Kyle Fletcher & Mark Davis,09/06/2023,All Elite Wrestling,Tag Team,AEW Dynamite #205
661,Darby Allin vs. Nick Wayne,09/06/2023,All Elite Wrestling,Singles,AEW Dynamite #205
662,"Action Andretti, Angelo Parker, Bishop Kaun, Brian Cage, Chuck Taylor, Dalton Castle, Daniel Garcia, Darius Martin, Jake Hager, Komander, Kyle Fletcher, Mark Davis, Matt Menard, Scorpio Sky, Serpentico, Shawn Spears, Toa Liona, Tony Nese & Trent Beretta vs. Adam Page",09/03/2023,All Elite Wrestling,Battle Royal,AEW All Out 2023 - Zero Hour
663,"Athena, Diamante & Mercedes Martinez vs. Hikaru Shida, Skye Blue & Willow Nightingale",09/03/2023,All Elite Wrestling,Six Man Tag Team,AEW All Out 2023 - Zero Hour
664,"Anthony Bowens, Billy Gunn & Max Caster vs. Jay Lethal, Jeff Jarrett & Satnam Singh",09/03/2023,All Elite Wrestling,Six Man Tag Team,AEW All Out 2023 - Zero Hour
665,Jon Moxley vs. Orange Cassidy,09/03/2023,All Elite Wrestling,Singles,AEW All Out 2023
666,Bryan Danielson vs. Ricky Starks,09/03/2023,All Elite Wrestling,No Disqualification Strap,AEW All Out 2023
667,"Austin Gunn, Colten Gunn, Jay White & Juice Robinson vs. Cash Wheeler, Dax Harwood, Matt Jackson & Nick Jackson",09/03/2023,All Elite Wrestling,Eight Man Tag Team,AEW All Out 2023
668,Kenny Omega vs. Konosuke Takeshita,09/03/2023,All Elite Wrestling,Singles,AEW All Out 2023
669,Darby Allin vs. Luchasaurus,09/03/2023,All Elite Wrestling,Singles,AEW All Out 2023
670,Claudio Castagnoli & Wheeler Yuta vs. Eddie Kingston & Katsuyori Shibata,09/03/2023,All Elite Wrestling,Tag Team,AEW All Out 2023
671,Samoa Joe vs. Shane Taylor,09/03/2023,All Elite Wrestling,Singles,AEW All Out 2023
672,Kris Statlander vs. Ruby Soho,09/03/2023,All Elite Wrestling,Singles,AEW All Out 2023
673,Miro vs. Powerhouse Hobbs,09/03/2023,All Elite Wrestling,Singles,AEW All Out 2023
674,Adam Cole & MJF vs. Alex Reynolds & John Silver,09/03/2023,All Elite Wrestling,Tag Team,AEW All Out 2023
675,"Angelo Parker, Daniel Garcia & Matt Menard vs. Anthony Bowens, Billy Gunn & Max Caster",09/02/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #12
676,Komander & Nick Wayne vs. Kyle Fletcher & Mark Davis,09/02/2023,All Elite Wrestling,Tag Team,AEW Collision #12
677,"Dr. Britt Baker DMD, Hikaru Shida & Kris Statlander vs. Ruby Soho, Saraya & Toni Storm",09/02/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #12
678,Dax Harwood vs. Jay White,09/02/2023,All Elite Wrestling,Singles,AEW Collision #12
679,Eddie Kingston vs. Wheeler Yuta,08/30/2023,All Elite Wrestling,Singles,AEW Dynamite #204
680,"Dr. Britt Baker DMD, Hikaru Shida & Kris Statlander vs. Emi Sakura, Marina Shafir & Nyla Rose",08/30/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #204
681,Jon Moxley vs. Komander,08/30/2023,All Elite Wrestling,Singles,AEW Dynamite #204
682,Action Andretti & Darius Martin vs. Alex Reynolds & John Silver vs. Bishop Kaun & Toa Liona vs. Chuck Taylor & Trent Beretta vs. Dutch & Vincent vs. Jeff Hardy & Matt Hardy vs. Kyle Fletcher & Mark Davis vs. Peter Avalon & Ryan Nemeth vs. The Blade & The Butcher vs. Truth Magnum & Turbo Floyd,08/30/2023,All Elite Wrestling,Battle Royal,AEW Rampage #108
683,El Hijo del Vikingo & Nick Wayne vs. Gringo Loco & Kip Sabian,08/30/2023,All Elite Wrestling,Tag Team,AEW Rampage #108
684,Anna Jay & Taya Valkyrie vs. Skye Blue & Willow Nightingale,08/30/2023,All Elite Wrestling,Tag Team,AEW Rampage #108
685,Orange Cassidy vs. Penta El Zero Miedo,08/30/2023,All Elite Wrestling,Singles,AEW Dynamite #204
686,Adam Cole & MJF vs. Kyle Fletcher & Mark Davis,08/27/2023,All Elite Wrestling,Tag Team,AEW All In London 2023 - Zero Hour
687,Hook vs. Jack Perry,08/27/2023,All Elite Wrestling,Singles,AEW All In London 2023 - Zero Hour
688,CM Punk vs. Samoa Joe,08/27/2023,All Elite Wrestling,Singles,AEW All In London 2023
689,"Adam Page, Kenny Omega & Kota Ibushi vs. Jay White, Juice Robinson & Konosuke Takeshita",08/27/2023,All Elite Wrestling,Six Man Tag Team,AEW All In London 2023
690,Cash Wheeler & Dax Harwood vs. Matt Jackson & Nick Jackson,08/27/2023,All Elite Wrestling,Tag Team,AEW All In London 2023
691,"Chuck Taylor, Eddie Kingston, Orange Cassidy, Penta El Zero Miedo & Trent Beretta vs. Claudio Castagnoli, Jon Moxley, Mike Santana, Ortiz & Wheeler Yuta",08/27/2023,All Elite Wrestling,Stadium Stampede,AEW All In London 2023
692,Dr. Britt Baker DMD vs. Hikaru Shida vs. Saraya vs. Toni Storm,08/27/2023,All Elite Wrestling,Four Way,AEW All In London 2023
693,Christian Cage & Swerve Strickland vs. Darby Allin & Sting,08/27/2023,All Elite Wrestling,Coffin Tag Team,AEW All In London 2023
694,Chris Jericho vs. Will Ospreay,08/27/2023,All Elite Wrestling,Singles,AEW All In London 2023
695,"Anthony Bowens, Billy Gunn & Max Caster vs. Brody King, Buddy Matthews & Malakai Black",08/27/2023,All Elite Wrestling,Six Man Tag Team,AEW All In London 2023
696,Adam Cole vs. MJF,08/27/2023,All Elite Wrestling,Singles,AEW All In London 2023
697,Jon Moxley vs. Rey Fenix,08/23/2023,All Elite Wrestling,Singles,AEW Dynamite #203 - Fyter Fest 2023 - Tag 1
698,AR Fox & Swerve Strickland vs. Darby Allin & Nick Wayne,08/23/2023,All Elite Wrestling,Tag Team,AEW Dynamite #203 - Fyter Fest 2023 - Tag 1
699,Ruby Soho vs. Skye Blue,08/23/2023,All Elite Wrestling,Singles,AEW Dynamite #203 - Fyter Fest 2023 - Tag 1
700,Jeff Hardy & Matt Hardy vs. Kyle Fletcher & Mark Davis,08/23/2023,All Elite Wrestling,Tag Team,AEW Dynamite #203 - Fyter Fest 2023 - Tag 1
701,"Eddie Kingston, Orange Cassidy & Penta El Zero Miedo vs. Kip Sabian, The Blade & The Butcher",08/23/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #11 - Fyter Fest 2023 - Tag 3
702,"Brian Cage, Jay White, Luchasaurus & Swerve Strickland vs. CM Punk, Darby Allin, Hook & Sting",08/23/2023,All Elite Wrestling,Eight Man Tag Team,AEW Collision #11 - Fyter Fest 2023 - Tag 3
703,Robyn Renegade vs. Willow Nightingale,08/23/2023,All Elite Wrestling,Singles,AEW Collision #11 - Fyter Fest 2023 - Tag 3
704,Action Andretti & Darius Martin vs. Alex Reynolds & John Silver,08/23/2023,All Elite Wrestling,Tag Team,AEW Collision #11 - Fyter Fest 2023 - Tag 3
705,Dalton Castle vs. Jay White,08/19/2023,All Elite Wrestling,Singles,AEW Collision #10 - Fight For The Fallen 2023 - Tag 3
706,"Austin Gunn, Colten Gunn & Juice Robinson vs. Boulder, Bronson & Jacked Jameson",08/19/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #10 - Fight For The Fallen 2023 - Tag 3
707,Diamante vs. Willow Nightingale,08/19/2023,All Elite Wrestling,Singles,AEW Collision #10 - Fight For The Fallen 2023 - Tag 3
708,Aaron Solo vs. Orange Cassidy,08/19/2023,All Elite Wrestling,Singles,AEW Rampage #107 - Fyter Fest 2023 - Tag 2
709,Gravity vs. QT Marshall,08/19/2023,All Elite Wrestling,Singles,AEW Rampage #107 - Fyter Fest 2023 - Tag 2
710,Dr. Britt Baker DMD & Hikaru Shida vs. Saraya & Toni Storm,08/19/2023,All Elite Wrestling,Tag Team,AEW Rampage #107 - Fyter Fest 2023 - Tag 2
711,Christian Cage vs. Darby Allin,08/19/2023,All Elite Wrestling,Singles,AEW Collision #10 - Fight For The Fallen 2023 - Tag 3
712,Jeff Hardy vs. Jeff Jarrett,08/16/2023,All Elite Wrestling,The Texas Chain Saw Massacre Death,AEW Dynamite #202 - Fight For The Fallen 2023 - Tag 1
713,Bishop Kaun & Toa Liona vs. Darby Allin & Nick Wayne,08/16/2023,All Elite Wrestling,Tag Team,AEW Dynamite #202 - Fight For The Fallen 2023 - Tag 1
714,Dr. Britt Baker DMD vs. The Bunny,08/16/2023,All Elite Wrestling,Singles,AEW Dynamite #202 - Fight For The Fallen 2023 - Tag 1
715,Ethan Page & Isiah Kassidy vs. Kyle Fletcher & Mark Davis,08/16/2023,All Elite Wrestling,Tag Team,AEW Rampage #106 - Fight For The Fallen 2023 - Tag 2
716,Hikaru Shida & Skye Blue vs. Ruby Soho & Toni Storm,08/16/2023,All Elite Wrestling,Tag Team,AEW Rampage #106 - Fight For The Fallen 2023 - Tag 2
717,Orange Cassidy vs. Wheeler Yuta,08/16/2023,All Elite Wrestling,Singles,AEW Dynamite #202 - Fight For The Fallen 2023 - Tag 1
718,Austin Gunn & Colten Gunn vs. Matt Jackson & Nick Jackson,08/16/2023,All Elite Wrestling,Tag Team,AEW Dynamite #202 - Fight For The Fallen 2023 - Tag 1
719,Komander vs. Rey Fenix,08/16/2023,All Elite Wrestling,Singles,AEW Rampage #106 - Fight For The Fallen 2023 - Tag 2
720,Anthony Bowens & Max Caster vs. Boulder & Bronson,08/12/2023,All Elite Wrestling,Tag Team,AEW Collision #9
721,Brock Anderson vs. Luchasaurus,08/12/2023,All Elite Wrestling,Singles,AEW Collision #9
722,Diamante & Mercedes Martinez vs. Kris Statlander & Willow Nightingale,08/12/2023,All Elite Wrestling,Tag Team,AEW Collision #9
723,"Brody King, Buddy Matthews & Malakai Black vs. Cash Wheeler, CM Punk & Dax Harwood",08/12/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #9
724,Jeff Hardy & Matt Hardy vs. Matt Jackson & Nick Jackson,08/09/2023,All Elite Wrestling,Tag Team,AEW Dynamite #201
725,Jack Perry vs. Rob Van Dam,08/09/2023,All Elite Wrestling,FTW Rules,AEW Dynamite #201
726,Anna Jay vs. Hikaru Shida,08/09/2023,All Elite Wrestling,Singles,AEW Dynamite #201
727,Brian Cage vs. Darby Allin,08/09/2023,All Elite Wrestling,Singles,AEW Rampage #105
728,Johnny TV vs. Orange Cassidy,08/09/2023,All Elite Wrestling,Singles,AEW Rampage #105
729,Saraya vs. Skye Blue,08/09/2023,All Elite Wrestling,Singles,AEW Rampage #105
730,Claudio Castagnoli & Jon Moxley vs. Penta El Zero Miedo & Rey Fenix,08/09/2023,All Elite Wrestling,Tag Team,AEW Dynamite #201
731,CM Punk vs. Ricky Starks,08/05/2023,All Elite Wrestling,Singles,AEW Collision #8
732,"Action Andretti, Darius Martin & Lee Johnson vs. Brody King, Buddy Matthews & Malakai Black",08/05/2023,All Elite Wrestling,Open House,AEW Collision #8
733,Kris Statlander vs. Mercedes Martinez,08/05/2023,All Elite Wrestling,Singles,AEW Collision #8
734,Jay White vs. Metalik,08/05/2023,All Elite Wrestling,Singles,AEW Collision #8
735,Big Bill & Brian Cage vs. Cash Wheeler & Dax Harwood,08/05/2023,All Elite Wrestling,Tag Team,AEW Collision #8
736,"Jay Lethal, Jeff Jarrett & Satnam Singh vs. Kenny Omega, Matt Jackson & Nick Jackson",08/02/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #200
737,"Jeff Hardy, Keith Lee & Matt Hardy vs. Kip Sabian, The Blade & The Butcher",08/02/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #104
738,Anna Jay vs. Skye Blue,08/02/2023,All Elite Wrestling,Singles,AEW Rampage #104
739,Hikaru Shida vs. Toni Storm,08/02/2023,All Elite Wrestling,Singles,AEW Dynamite #200
740,Chris Jericho & Konosuke Takeshita vs. Daniel Garcia & Sammy Guevara,08/02/2023,All Elite Wrestling,Tag Team,AEW Dynamite #200
741,Jon Moxley vs. Penta El Zero Miedo vs. Trent Beretta,08/02/2023,All Elite Wrestling,Anything Goes Three Way,AEW Dynamite #200
742,El Hijo del Vikingo & Komander vs. Kyle Fletcher & Mark Davis,08/02/2023,All Elite Wrestling,Tag Team,AEW Dynamite #200
743,Chuck Taylor & Trent Beretta vs. Claudio Castagnoli & Jon Moxley,08/02/2023,All Elite Wrestling,Parking Lot Fight,AEW Rampage #104
744,"Action Andretti, Darius Martin & El Hijo del Vikingo vs. Austin Gunn, Colten Gunn & Juice Robinson",07/29/2023,All Elite Wrestling,Six Man Tag Team,AEW Collision #7
745,Kiera Hogan vs. Mercedes Martinez,07/29/2023,All Elite Wrestling,Singles,AEW Collision #7
746,Andrade El Idolo vs. Buddy Matthews,07/29/2023,All Elite Wrestling,Ladder,AEW Collision #7
747,Adam Cole & MJF vs. Cash Wheeler & Dax Harwood,07/29/2023,All Elite Wrestling,Tag Team,AEW Collision #7
748,Darby Allin vs. Minoru Suzuki,07/29/2023,All Elite Wrestling,Singles,AEW Collision #7
749,Dr. Britt Baker DMD vs. Taya Valkyrie,07/26/2023,All Elite Wrestling,Singles,AEW Dynamite #199
750,Gravity vs. PAC,07/26/2023,All Elite Wrestling,Singles,AEW Dynamite #199
751,Angelo Parker & Matt Menard vs. Big Bill & Brian Cage vs. Christopher Daniels & Matt Sydal vs. Ethan Page & Isiah Kassidy vs. Jay Lethal & Satnam Singh vs. Jeff Hardy & Matt Hardy vs. Luther & Serpentico vs. The Blade & The Butcher,07/26/2023,All Elite Wrestling,Tag Team Battle Royal,AEW Rampage #103
752,Kip Sabian vs. Komander,07/26/2023,All Elite Wrestling,Singles,AEW Rampage #103
753,Hikaru Shida vs. Nyla Rose,07/26/2023,All Elite Wrestling,Singles,AEW Rampage #103
754,Chuck Taylor & Trent Beretta vs. Claudio Castagnoli & Jon Moxley vs. Penta El Zero Miedo & Rey Fenix,07/26/2023,All Elite Wrestling,Three Way Tag Team,AEW Dynamite #199
755,AR Fox vs. Orange Cassidy,07/26/2023,All Elite Wrestling,Singles,AEW Dynamite #199
756,Darby Allin vs. Swerve Strickland,07/26/2023,All Elite Wrestling,Singles,AEW Dynamite #199
757,Christian Cage & Ricky Starks vs. CM Punk & Darby Allin,07/22/2023,All Elite Wrestling,Tag Team,AEW Collision #6
758,Skye Blue vs. Taya Valkyrie,07/22/2023,All Elite Wrestling,Singles,AEW Collision #6
759,Action Andretti & Darius Martin vs. Jay White & Juice Robinson,07/22/2023,All Elite Wrestling,Tag Team,AEW Collision #6
760,Adam Cole & MJF vs. Daniel Garcia & Sammy Guevara,07/19/2023,All Elite Wrestling,Tag Team,AEW Dynamite #198 - Blood & Guts 2023
761,Hook vs. Jack Perry,07/19/2023,All Elite Wrestling,Singles,AEW Dynamite #198 - Blood & Guts 2023
762,Angelo Parker vs. Big Bill vs. Bishop Kaun vs. Brian Cage vs. Darby Allin vs. Ethan Page vs. Isiah Kassidy vs. Jake Hager vs. Jay Lethal vs. Jeff Jarrett vs. Komander vs. Matt Hardy vs. Matt Menard vs. Matt Sydal vs. Minoru Suzuki vs. Nick Wayne vs. Swerve Strickland vs. The Blade vs. The Butcher vs. Toa Liona,07/19/2023,All Elite Wrestling,Royal Rampage,AEW Rampage #102 - Royal Rampage 2023
763,Kris Statlander vs. Marina Shafir,07/19/2023,All Elite Wrestling,Singles,AEW Rampage #102 - Royal Rampage 2023
764,"Aaron Solo, Johnny TV & QT Marshall vs. Anthony Bowens, Billy Gunn & Max Caster",07/19/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #102 - Royal Rampage 2023
765,"Adam Page, Kenny Omega, Kota Ibushi, Matt Jackson & Nick Jackson vs. Claudio Castagnoli, Jon Moxley, Konosuke Takeshita, PAC & Wheeler Yuta",07/19/2023,All Elite Wrestling,Blood And Guts,AEW Dynamite #198 - Blood & Guts 2023
766,Ruby Soho vs. Willow Nightingale,07/15/2023,All Elite Wrestling,Singles,AEW Collision #5
767,Lance Archer vs. Orange Cassidy,07/15/2023,All Elite Wrestling,Singles,AEW Battle Of The Belts VII
768,Luchasaurus vs. Shawn Spears,07/15/2023,All Elite Wrestling,Singles,AEW Battle Of The Belts VII
769,Taya Valkyrie vs. Toni Storm,07/15/2023,All Elite Wrestling,Singles,AEW Battle Of The Belts VII
770,Cash Wheeler & Dax Harwood vs. Jay White & Juice Robinson,07/15/2023,All Elite Wrestling,Best Two Out Of Three Falls Tag Team,AEW Collision #5
771,CM Punk vs. Ricky Starks,07/15/2023,All Elite Wrestling,Singles,AEW Collision #5
772,Nick Wayne vs. Swerve Strickland,07/12/2023,All Elite Wrestling,Singles,AEW Dynamite #197
773,Ruby Soho vs. Skye Blue,07/12/2023,All Elite Wrestling,Singles,AEW Dynamite #197
774,Daniel Garcia & Sammy Guevara vs. Darby Allin & Orange Cassidy,07/12/2023,All Elite Wrestling,Tag Team,AEW Dynamite #197
775,Adam Cole & MJF vs. Big Bill & Brian Cage,07/12/2023,All Elite Wrestling,Tag Team,AEW Dynamite #197
776,Athena vs. Willow Nightingale,07/12/2023,All Elite Wrestling,Singles,AEW Rampage #101
777,Angelo Parker & Matt Menard vs. Dustin Rhodes & Keith Lee,07/12/2023,All Elite Wrestling,Tag Team,AEW Rampage #101
778,Lance Archer vs. Trent Beretta,07/12/2023,All Elite Wrestling,Singles,AEW Rampage #101
779,Chris Jericho vs. Komander,07/12/2023,All Elite Wrestling,Singles,AEW Dynamite #197
780,Powerhouse Hobbs vs. Ricky Starks,07/08/2023,All Elite Wrestling,Singles,AEW Collision #4
781,Action Andretti vs. Scorpio Sky,07/08/2023,All Elite Wrestling,Singles,AEW Collision #4
782,Cash Wheeler & Dax Harwood vs. Jay White & Juice Robinson,07/08/2023,All Elite Wrestling,Tag Team,AEW Collision #4
783,CM Punk vs. Samoa Joe,07/08/2023,All Elite Wrestling,Singles,AEW Collision #4
784,Darby Allin & Orange Cassidy vs. Keith Lee & Swerve Strickland,07/05/2023,All Elite Wrestling,Tag Team,AEW Dynamite #196
785,Adam Cole & MJF vs. Matt Menard & The Butcher,07/05/2023,All Elite Wrestling,Tag Team,AEW Dynamite #196
786,Dr. Britt Baker DMD vs. Ruby Soho,07/05/2023,All Elite Wrestling,Singles,AEW Dynamite #196
787,"Anthony Bowens, Billy Gunn & Max Caster vs. Gurv Sihra, Harv Sihra & The Blade",07/05/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #196
788,Daniel Garcia & Sammy Guevara vs. Jeff Jarrett & Matt Hardy,07/05/2023,All Elite Wrestling,Tag Team,AEW Rampage #100
789,Big Bill & Brian Cage vs. Matt Sydal & Trent Beretta,07/05/2023,All Elite Wrestling,Tag Team,AEW Rampage #100
790,Kenny Omega vs. Wheeler Yuta,07/05/2023,All Elite Wrestling,Singles,AEW Dynamite #196
791,"Adam Page, Matt Jackson & Nick Jackson vs. Alex Reynolds, Evil Uno & John Silver",07/05/2023,All Elite Wrestling,Six Man Tag Team,AEW Rampage #100
792,Roderick Strong vs. Samoa Joe,06/29/2023,All Elite Wrestling,Singles,AEW Collision #3
793,Ethan Page vs. MJF,06/29/2023,All Elite Wrestling,Singles,AEW Collision #3
794,Dustin Rhodes vs. Powerhouse Hobbs,06/29/2023,All Elite Wrestling,Singles,AEW Collision #3
795,Juice Robinson vs. Ricky Starks,06/29/2023,All Elite Wrestling,Singles,AEW Collision #3
796,Kris Statlander vs. Lady Frost,06/29/2023,All Elite Wrestling,Singles,AEW Collision #3
797,"Adam Page, Matt Jackson & Nick Jackson vs. Alex Reynolds, Evil Uno & John Silver",06/28/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #195
798,Chris Jericho & Sammy Guevara vs. Darby Allin & Sting,06/28/2023,All Elite Wrestling,Tornado Tag Team,AEW Dynamite #195
799,"Angelo Parker, Daniel Garcia & Matt Menard vs. El Hijo del Vikingo, Keith Lee & Orange Cassidy",06/28/2023,All Elite Wrestling,Six Man Tag Team,AEW Dynamite #195
800,Claudio Castagnoli vs. Komander,06/28/2023,All Elite Wrestling,Singles,AEW Rampage #99
801,Hikaru Shida vs. Taya Valkyrie,06/28/2023,All Elite Wrestling,Singles,AEW Rampage #99
802,Isiah Kassidy & Matt Hardy vs. Johnny TV & QT Marshall,06/28/2023,All Elite Wrestling,Tag Team,AEW Rampage #99
803,Jon Moxley vs. Tomohiro Ishii,06/28/2023,All Elite Wrestling,Singles,AEW Dynamite #195
804,Kenny Omega vs. Will Ospreay,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023
805,Bryan Danielson vs. Kazuchika Okada,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023
806,Daniel Garcia vs. Katsuyori Shibata vs. Orange Cassidy vs. Zack Sabre Jr.,06/25/2023,All Elite Wrestling,Four Way,AEW/NJPW Forbidden Door 2023
807,Toni Storm vs. Willow Nightingale,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023
808,CM Punk vs. Satoshi Kojima,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023
809,Hiroshi Tanahashi vs. MJF,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023
810,"Adam Page, Eddie Kingston, Matt Jackson, Nick Jackson & Tomohiro Ishii vs. Claudio Castagnoli, Jon Moxley, Konosuke Takeshita, Shota Umino & Wheeler Yuta",06/25/2023,All Elite Wrestling,Ten Man Tag Team,AEW/NJPW Forbidden Door 2023
811,"Chris Jericho, Minoru Suzuki & Sammy Guevara vs. Darby Allin, Sting & Tetsuya Naito",06/25/2023,All Elite Wrestling,Six Man Tag Team,AEW/NJPW Forbidden Door 2023
812,Jack Perry vs. SANADA,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023
813,Athena vs. Billie Starkz,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023 - Zero Hour
814,"Bishop Kaun, Brian Cage, Swerve Strickland & Toa Liona vs. Chuck Taylor, El Desperado, Rocky Romero & Trent Beretta",06/25/2023,All Elite Wrestling,Eight Man Tag Team,AEW/NJPW Forbidden Door 2023 - Zero Hour
815,El Phantasmo vs. Stu Grayson,06/25/2023,All Elite Wrestling,Singles,AEW/NJPW Forbidden Door 2023 - Zero Hour
816,"BUSHI, Hiromu Takahashi & Shingo Takagi vs. Jeff Cobb, Kyle Fletcher & TJP",06/25/2023,All Elite Wrestling,Six Man Tag Team,AEW/NJPW Forbidden Door 2023 - Zero Hour
817,Nyla Rose vs. Willow Nightingale,06/24/2023,All Elite Wrestling,Singles,AEW Collision #2
818,Andrade El Idolo vs. Brody King,06/24/2023,All Elite Wrestling,Singles,AEW Collision #2
819,Hiroshi Tanahashi vs. Swerve Strickland,06/24/2023,All Elite Wrestling,Singles,AEW Collision #2
820,"Austin Gunn, Colten Gunn, Jay White & Juice Robinson vs. Cash Wheeler, CM Punk, Dax Harwood & Ricky Starks",06/24/2023,All Elite Wrestling,Eight Man Tag Team,AEW Collision #2
821,Austin Gunn & Colten Gunn vs. Jeff Hardy & Matt Hardy,06/21/2023,All Elite Wrestling,Tag Team,AEW Dynamite #194
822,Jeff Jarrett vs. Mark Briscoe,06/21/2023,All Elite Wrestling,Concession Stand Brawl,AEW Dynamite #194
